source,target,value
Dem. Rep. of the Congo,Kenya,24586
Eritrea,Kenya,702
Rwanda,Kenya,648
Somalia,Kenya,252498
Sudan,Kenya,3468
South Sudan,Kenya,115202
Afghanistan,Kyrgyzstan,223
Myanmar,Rep. of Korea,328
Syrian Arab Rep.,Rep. of Korea,1177
Iraq,Kuwait,351
Somalia,Kuwait,228
Eritrea,Libya,509
Palestinian,Libya,4555
Iraq,Libya,1994
Somalia,Libya,161
Sudan,Libya,956
Syrian Arab Rep.,Libya,552
Iraq,Lebanon,4458
Sudan,Lebanon,668
Syrian Arab Rep.,Lebanon,944181
Afghanistan,Sri Lanka,146
Central African Rep.,Mauritania,558
Mali,Mauritania,55785
Syrian Arab Rep.,Mauritania,332
Syrian Arab Rep.,Rep. of Moldova,213
Central African Rep.,Mali,854
Dem. Rep. of the Congo,Mali,234
Afghanistan,Malaysia,647
Palestinian,Malaysia,226
Iraq,Malaysia,458
Sri Lanka,Malaysia,942
Myanmar,Malaysia,114227
Somalia,Malaysia,1045
Sudan,Malaysia,102
Syrian Arab Rep.,Malaysia,421
Burundi,Malawi,2514
Dem. Rep. of the Congo,Malawi,9187
Rwanda,Malawi,2017
Central African Rep.,Morocco,408
Dem. Rep. of the Congo,Morocco,183
Iraq,Morocco,153
South Sudan,Morocco,159
Syrian Arab Rep.,Morocco,3506
Burundi,Mozambique,1032
Dem. Rep. of the Congo,Mozambique,2907
Rwanda,Mozambique,773
Somalia,Mozambique,161
Burundi,Namibia,246
Dem. Rep. of the Congo,Namibia,1942
Rwanda,Namibia,127
Myanmar,Nepal,332
Eritrea,Niger,493
Mali,Niger,55540
Nigeria,Niger,118868
Central African Rep.,Nigeria,432
Dem. Rep. of the Congo,Nigeria,624
Mali,Nigeria,137
Syrian Arab Rep.,Nigeria,224
Iraq,Oman,298
Afghanistan,Pakistan,1403521
Somalia,Pakistan,181
Syrian Arab Rep.,Philippines,105
Iraq,Qatar,138
Afghanistan,Romania,155
Iraq,Romania,968
Syrian Arab Rep.,Romania,2292
Burundi,Rwanda,68280
Dem. Rep. of the Congo,Rwanda,77044
Syrian Arab Rep.,Saudi Arabia,103
Central African Rep.,Senegal,173
Syrian Arab Rep.,Somalia,206
Central African Rep.,Sudan,4296
Eritrea,Sudan,114545
Somalia,Sudan,432
South Sudan,Sudan,852080
Syrian Arab Rep.,Sudan,13191
Central African Rep.,South Sudan,2006
Dem. Rep. of the Congo,South Sudan,15617
Sudan,South Sudan,269924
Syrian Arab Rep.,Slovenia,215
Burundi,Eswatini,181
Dem. Rep. of the Congo,Eswatini,372
Rwanda,Eswatini,168
Afghanistan,Switzerland,12282
Angola,Switzerland,750
Burundi,Switzerland,103
Dem. Rep. of the Congo,Switzerland,1250
Eritrea,Switzerland,34072
Iraq,Switzerland,4476
Sri Lanka,Switzerland,4383
Nigeria,Switzerland,208
Rwanda,Switzerland,138
Somalia,Switzerland,4595
Viet Nam,Switzerland,930
Sudan,Switzerland,297
Syrian Arab Rep.,Switzerland,16565
Afghanistan,Syrian Arab Rep.,1229
Iraq,Syrian Arab Rep.,15699
Somalia,Syrian Arab Rep.,371
Sudan,Syrian Arab Rep.,769
South Sudan,Syrian Arab Rep.,106
Burundi,United Rep. of Tanzania,221354
Dem. Rep. of the Congo,United Rep. of Tanzania,56561
Somalia,United Rep. of Tanzania,150
Afghanistan,Thailand,136
Palestinian,Thailand,377
Iraq,Thailand,248
Sri Lanka,Thailand,137
Myanmar,Thailand,97603
Somalia,Thailand,230
Viet Nam,Thailand,682
Syrian Arab Rep.,Thailand,276
Central African Rep.,Togo,361
Dem. Rep. of the Congo,Togo,107
Rwanda,Togo,139
Syrian Arab Rep.,Tunisia,927
Afghanistan,Turkey,6606
Palestinian,Turkey,1226
Iraq,Turkey,39088
Somalia,Turkey,2220
Sudan,Turkey,266
Syrian Arab Rep.,Turkey,3622366
Iraq,United Arab Emirates,778
Syrian Arab Rep.,United Arab Emirates,287
Burundi,Uganda,32518
Dem. Rep. of the Congo,Uganda,303092
Eritrea,Uganda,3373
Rwanda,Uganda,14024
Somalia,Uganda,18764
Sudan,Uganda,2802
South Sudan,Uganda,788848
Eritrea,Yemen,1389
Palestinian,Yemen,619
Iraq,Yemen,3330
Somalia,Yemen,248955
Sudan,Yemen,119
Syrian Arab Rep.,Yemen,3446
Burundi,Zambia,4483
Dem. Rep. of the Congo,Zambia,41490
Rwanda,Zambia,755
Somalia,Zambia,2891
Burundi,Zimbabwe,608
Dem. Rep. of the Congo,Zimbabwe,6489
Rwanda,Zimbabwe,572
Palestinian,Algeria,173
Syrian Arab Rep.,Algeria,7757
Dem. Rep. of the Congo,Angola,9471
Eritrea,Egypt,8858
Palestinian,Egypt,70010
Iraq,Egypt,4426
Somalia,Egypt,3973
Sudan,Egypt,21861
South Sudan,Egypt,14832
Syrian Arab Rep.,Egypt,129210
Syrian Arab Rep.,Argentina,401
Azerbaijan,Armenia,1315
Iraq,Armenia,1087
Syrian Arab Rep.,Armenia,730
Afghanistan,Azerbaijan,627
Iraq,Bahrain,242
Dem. Rep. of the Congo,Burundi,77807
Rwanda,Burundi,575
Central African Rep.,Benin,953
Myanmar,Bangladesh,854764
Central African Rep.,Burkina Faso,194
Mali,Burkina Faso,25442
Dem. Rep. of the Congo,Botswana,120
Somalia,Botswana,299
Dem. Rep. of the Congo,Central African Rep.,2529
Rwanda,Central African Rep.,209
Sudan,Central African Rep.,405
South Sudan,Central African Rep.,2235
Central African Rep.,Chad,93711
Dem. Rep. of the Congo,Chad,239
Nigeria,Chad,12720
Sudan,Chad,335246
Somalia,China,106
Central African Rep.,Cameroon,292767
Dem. Rep. of the Congo,Cameroon,521
Nigeria,Cameroon,110627
Rwanda,Cameroon,334
Central African Rep.,Congo,15014
Dem. Rep. of the Congo,Congo,9694
Rwanda,Congo,811
Angola,Dem. Rep. of the Congo,490
Burundi,Dem. Rep. of the Congo,47570
Central African Rep.,Dem. Rep. of the Congo,171234
Rwanda,Dem. Rep. of the Congo,214989
South Sudan,Dem. Rep. of the Congo,88717
Eritrea,Djibouti,422
Somalia,Djibouti,13277
Dem. Rep. of the Congo,Ethiopia,731
Eritrea,Ethiopia,158596
Somalia,Ethiopia,192181
Sudan,Ethiopia,41479
South Sudan,Ethiopia,334014
Afghanistan,France,24293
Angola,France,3678
Azerbaijan,France,2942
Burundi,France,1089
Central African Rep.,France,3419
Dem. Rep. of the Congo,France,17512
Eritrea,France,6372
Palestinian,France,1109
Iraq,France,8829
Liberia,France,247
Sri Lanka,France,23821
Mali,France,5169
Myanmar,France,329
Nigeria,France,3216
Rwanda,France,2995
Somalia,France,4535
Viet Nam,France,7735
Sudan,France,18473
Syrian Arab Rep.,France,18244
Iraq,Georgia,527
Afghanistan,Germany,140366
Angola,Germany,862
Azerbaijan,Germany,3784
Burundi,Germany,118
Dem. Rep. of the Congo,Germany,1650
Eritrea,Germany,58569
Iraq,Germany,141650
Liberia,Germany,102
Sri Lanka,Germany,3699
Mali,Germany,320
Myanmar,Germany,851
Nigeria,Germany,7828
Rwanda,Germany,270
Somalia,Germany,26015
Viet Nam,Germany,1191
Sudan,Germany,2606
Syrian Arab Rep.,Germany,572818
Central African Rep.,Ghana,119
Liberia,Ghana,734
Sudan,Ghana,485
Syrian Arab Rep.,Ghana,167
Liberia,Guinea,312
Iraq,Croatia,106
Syrian Arab Rep.,Croatia,527
Central African Rep.,Cote d'Ivoire,525
Dem. Rep. of the Congo,Cote d'Ivoire,134
Liberia,Cote d'Ivoire,932
Syrian Arab Rep.,Cote d'Ivoire,132
Afghanistan,India,7470
Iraq,India,172
Sri Lanka,India,59428
Myanmar,India,2574
Somalia,India,533
Afghanistan,Indonesia,5866
Palestinian,Indonesia,321
Iraq,Indonesia,553
Sri Lanka,Indonesia,397
Myanmar,Indonesia,595
Somalia,Indonesia,1120
Sudan,Indonesia,400
Afghanistan,Ireland,366
Dem. Rep. of the Congo,Ireland,376
Palestinian,Ireland,117
Iraq,Ireland,353
Nigeria,Ireland,293
Somalia,Ireland,231
Sudan,Ireland,202
Syrian Arab Rep.,Ireland,1177
Palestinian,Iraq,7858
Syrian Arab Rep.,Iraq,245810
Iraq,Jordan,34336
Somalia,Jordan,660
Sudan,Jordan,2996
Syrian Arab Rep.,Jordan,654692
Afghanistan,Kazakhstan,491
Burundi,Kenya,5775
Dem. Rep. of the Congo,Kenya,28085
Eritrea,Kenya,869
Rwanda,Kenya,732
Somalia,Kenya,257766
Sudan,Kenya,3568
South Sudan,Kenya,121410
Afghanistan,Kyrgyzstan,227
Iraq,Kuwait,343
Somalia,Kuwait,218
Syrian Arab Rep.,Kuwait,106
Eritrea,Libya,375
Palestinian,Libya,2015
Iraq,Libya,810
Sudan,Libya,797
Syrian Arab Rep.,Libya,612
Iraq,Lebanon,4551
Sudan,Lebanon,641
Syrian Arab Rep.,Lebanon,910586
Afghanistan,Sri Lanka,160
Central African Rep.,Mauritania,622
Mali,Mauritania,57392
Syrian Arab Rep.,Mauritania,355
Syrian Arab Rep.,Rep. of Moldova,210
Central African Rep.,Mali,971
Dem. Rep. of the Congo,Mali,271
Afghanistan,Malaysia,1352
Palestinian,Malaysia,226
Iraq,Malaysia,435
Sri Lanka,Malaysia,857
Myanmar,Malaysia,119231
Somalia,Malaysia,1540
Sudan,Malaysia,158
Syrian Arab Rep.,Malaysia,425
Burundi,Malawi,2592
Dem. Rep. of the Congo,Malawi,9264
Rwanda,Malawi,2163
Central African Rep.,Morocco,560
Dem. Rep. of the Congo,Morocco,172
Palestinian,Morocco,183
Iraq,Morocco,137
South Sudan,Morocco,292
Syrian Arab Rep.,Morocco,3676
Burundi,Mozambique,906
Dem. Rep. of the Congo,Mozambique,2934
Rwanda,Mozambique,687
Somalia,Mozambique,148
Burundi,Namibia,273
Dem. Rep. of the Congo,Namibia,2685
Rwanda,Namibia,121
Myanmar,Nepal,351
Central African Rep.,Niger,145
Eritrea,Niger,284
Mali,Niger,58000
Nigeria,Niger,120621
Somalia,Niger,163
Sudan,Niger,409
Central African Rep.,Nigeria,460
Dem. Rep. of the Congo,Nigeria,635
Mali,Nigeria,144
Syrian Arab Rep.,Nigeria,263
Iraq,Oman,295
Afghanistan,Pakistan,1419084
Somalia,Pakistan,181
Syrian Arab Rep.,Philippines,115
Iraq,Qatar,141
Afghanistan,Romania,148
Iraq,Romania,881
Syrian Arab Rep.,Romania,2090
Burundi,Rwanda,71488
Dem. Rep. of the Congo,Rwanda,73408
Eritrea,Rwanda,104
Syrian Arab Rep.,Saudi Arabia,152
Central African Rep.,Senegal,228
Liberia,Sierra Leone,425
Syrian Arab Rep.,Somalia,245
Central African Rep.,Sudan,25961
Eritrea,Sudan,112904
Somalia,Sudan,438
South Sudan,Sudan,810917
Syrian Arab Rep.,Sudan,93495
Central African Rep.,South Sudan,2081
Dem. Rep. of the Congo,South Sudan,16343
Eritrea,South Sudan,202
Sudan,South Sudan,275563
Burundi,Eswatini,183
Dem. Rep. of the Congo,Eswatini,401
Rwanda,Eswatini,184
Afghanistan,Switzerland,10848
Angola,Switzerland,679
Dem. Rep. of the Congo,Switzerland,897
Eritrea,Switzerland,9768
Iraq,Switzerland,2431
Sri Lanka,Switzerland,1302
Nigeria,Switzerland,221
Somalia,Switzerland,3208
Sudan,Switzerland,142
Syrian Arab Rep.,Switzerland,8588
Afghanistan,Syrian Arab Rep.,1110
Iraq,Syrian Arab Rep.,13311
Somalia,Syrian Arab Rep.,346
Sudan,Syrian Arab Rep.,718
Burundi,United Rep. of Tanzania,192231
Dem. Rep. of the Congo,United Rep. of Tanzania,49672
Somalia,United Rep. of Tanzania,159
Afghanistan,Thailand,134
Palestinian,Thailand,310
Iraq,Thailand,177
Sri Lanka,Thailand,131
Myanmar,Thailand,93335
Somalia,Thailand,200
Viet Nam,Thailand,744
Syrian Arab Rep.,Thailand,217
Afghanistan,Tajikistan,300
Central African Rep.,Togo,236
Dem. Rep. of the Congo,Togo,101
Rwanda,Togo,120
Eritrea,Tunisia,158
Syrian Arab Rep.,Tunisia,1382
Syrian Arab Rep.,Turkey,3576370
Iraq,United Arab Emirates,783
Syrian Arab Rep.,United Arab Emirates,333
Burundi,Uganda,43888
Dem. Rep. of the Congo,Uganda,394037
Eritrea,Uganda,6435
Rwanda,Uganda,15362
Somalia,Uganda,33073
Sudan,Uganda,2627
South Sudan,Uganda,861452
Afghanistan,Ukraine,820
Syrian Arab Rep.,Ukraine,462
Eritrea,Yemen,1365
Palestinian,Yemen,625
Iraq,Yemen,3321
Somalia,Yemen,252899
Sudan,Yemen,119
Syrian Arab Rep.,Yemen,3551
Burundi,Zambia,5490
Dem. Rep. of the Congo,Zambia,47568
Rwanda,Zambia,774
Somalia,Zambia,3379
Burundi,Zimbabwe,660
Dem. Rep. of the Congo,Zimbabwe,7483
Rwanda,Zimbabwe,649
Palestinian,Algeria,185
Mali,Algeria,131
Syrian Arab Rep.,Algeria,6627
Dem. Rep. of the Congo,Angola,9482
Eritrea,Egypt,13528
Palestinian,Egypt,70022
Iraq,Egypt,4660
Somalia,Egypt,4580
Sudan,Egypt,25283
South Sudan,Egypt,18179
Syrian Arab Rep.,Egypt,130577
Syrian Arab Rep.,Argentina,407
Azerbaijan,Armenia,91193
Iraq,Armenia,1086
Syrian Arab Rep.,Armenia,741
Afghanistan,Azerbaijan,1087
Iraq,Bahrain,242
Dem. Rep. of the Congo,Burundi,74928
Rwanda,Burundi,480
Afghanistan,Belgium,4689
Burundi,Belgium,1611
Dem. Rep. of the Congo,Belgium,1508
Eritrea,Belgium,2764
Palestinian,Belgium,1224
Iraq,Belgium,5515
Sri Lanka,Belgium,304
Rwanda,Belgium,781
Somalia,Belgium,2316
Sudan,Belgium,259
Syrian Arab Rep.,Belgium,17693
Central African Rep.,Benin,1050
Myanmar,Bangladesh,866518
Central African Rep.,Burkina Faso,193
Mali,Burkina Faso,19816
Dem. Rep. of the Congo,Botswana,159
Somalia,Botswana,307
Afghanistan,Canada,226
Burundi,Canada,441
Dem. Rep. of the Congo,Canada,213
Eritrea,Canada,243
Palestinian,Canada,357
Sri Lanka,Canada,276
Nigeria,Canada,2035
Rwanda,Canada,170
Somalia,Canada,168
Sudan,Canada,412
Dem. Rep. of the Congo,Central African Rep.,5541
Rwanda,Central African Rep.,212
Sudan,Central African Rep.,387
South Sudan,Central African Rep.,1802
Central African Rep.,Chad,96883
Dem. Rep. of the Congo,Chad,243
Nigeria,Chad,16126
Sudan,Chad,364535
Somalia,China,120
Central African Rep.,Cameroon,316128
Dem. Rep. of the Congo,Cameroon,525
Nigeria,Cameroon,117422
Rwanda,Cameroon,298
Sudan,Cameroon,102
Central African Rep.,Congo,16378
Dem. Rep. of the Congo,Congo,9752
Rwanda,Congo,796
Angola,Dem. Rep. of the Congo,414
Burundi,Dem. Rep. of the Congo,46829
Central African Rep.,Dem. Rep. of the Congo,173731
Rwanda,Dem. Rep. of the Congo,213777
South Sudan,Dem. Rep. of the Congo,54755
Eritrea,Djibouti,515
Somalia,Djibouti,13558
Afghanistan,Ecuador,146
Syrian Arab Rep.,Ecuador,142
Dem. Rep. of the Congo,Ethiopia,738
Eritrea,Ethiopia,181091
Somalia,Ethiopia,203803
Sudan,Ethiopia,43566
South Sudan,Ethiopia,365030
Iraq,Georgia,406
Syrian Arab Rep.,Georgia,437
Afghanistan,Germany,147861
Angola,Germany,822
Azerbaijan,Germany,3850
Burundi,Germany,114
Dem. Rep. of the Congo,Germany,1539
Eritrea,Germany,61190
Palestinian,Germany,2066
Iraq,Germany,145930
Liberia,Germany,123
Sri Lanka,Germany,3626
Mali,Germany,358
Myanmar,Germany,869
Nigeria,Germany,8799
Rwanda,Germany,297
Somalia,Germany,28038
Viet Nam,Germany,1138
Sudan,Germany,2774
South Sudan,Germany,101
Syrian Arab Rep.,Germany,604786
Central African Rep.,Ghana,169
Eritrea,Ghana,103
Liberia,Ghana,694
Sudan,Ghana,588
Syrian Arab Rep.,Ghana,230
Liberia,Guinea,357
Iraq,Croatia,113
Syrian Arab Rep.,Croatia,539
Afghanistan,Hungary,1503
Iraq,Hungary,635
Somalia,Hungary,614
Syrian Arab Rep.,Hungary,923
Central African Rep.,Cote d'Ivoire,525
Dem. Rep. of the Congo,Cote d'Ivoire,136
Liberia,Cote d'Ivoire,973
Syrian Arab Rep.,Cote d'Ivoire,142
Afghanistan,India,8275
Iraq,India,153
Sri Lanka,India,58843
Myanmar,India,19398
Somalia,India,514
Afghanistan,Indonesia,5863
Eritrea,Indonesia,100
Palestinian,Indonesia,269
Iraq,Indonesia,515
Sri Lanka,Indonesia,395
Myanmar,Indonesia,491
Somalia,Indonesia,1119
Sudan,Indonesia,409
Afghanistan,Ireland,420
Dem. Rep. of the Congo,Ireland,435
Palestinian,Ireland,138
Iraq,Ireland,380
Nigeria,Ireland,339
Somalia,Ireland,275
Sudan,Ireland,212
Syrian Arab Rep.,Ireland,1226
Palestinian,Iraq,7868
Syrian Arab Rep.,Iraq,242163
Iraq,Jordan,34318
Somalia,Jordan,665
Sudan,Jordan,3562
Syrian Arab Rep.,Jordan,662790
Afghanistan,Kazakhstan,408
Burundi,Kenya,6759
Dem. Rep. of the Congo,Kenya,29625
Eritrea,Kenya,888
Rwanda,Kenya,744
Somalia,Kenya,265352
Sudan,Kenya,3998
South Sudan,Kenya,123912
Afghanistan,Kyrgyzstan,219
Myanmar,Rep. of Korea,390
Syrian Arab Rep.,Rep. of Korea,1236
Iraq,Kuwait,351
Somalia,Kuwait,217
Syrian Arab Rep.,Kuwait,139
Eritrea,Libya,438
Palestinian,Libya,1282
Iraq,Libya,607
Sudan,Libya,1002
Syrian Arab Rep.,Libya,717
Iraq,Lebanon,4049
Sudan,Lebanon,668
Syrian Arab Rep.,Lebanon,865300
Dem. Rep. of the Congo,Lesotho,192
Afghanistan,Sri Lanka,142
Afghanistan,Luxembourg,317
Eritrea,Luxembourg,1044
Iraq,Luxembourg,773
Syrian Arab Rep.,Luxembourg,2069
Central African Rep.,Mauritania,644
Mali,Mauritania,65947
Syrian Arab Rep.,Mauritania,364
Syrian Arab Rep.,Rep. of Moldova,190
Central African Rep.,Mali,945
Dem. Rep. of the Congo,Mali,272
Afghanistan,Malaysia,1517
Palestinian,Malaysia,216
Iraq,Malaysia,411
Sri Lanka,Malaysia,794
Myanmar,Malaysia,119578
Somalia,Malaysia,1786
Sudan,Malaysia,163
Syrian Arab Rep.,Malaysia,407
Burundi,Malawi,2701
Dem. Rep. of the Congo,Malawi,9837
Rwanda,Malawi,2277
Central African Rep.,Morocco,585
Dem. Rep. of the Congo,Morocco,183
Iraq,Morocco,131
Syrian Arab Rep.,Morocco,4528
Burundi,Mozambique,905
Dem. Rep. of the Congo,Mozambique,2959
Rwanda,Mozambique,699
Somalia,Mozambique,156
Burundi,Namibia,296
Dem. Rep. of the Congo,Namibia,3045
Rwanda,Namibia,126
Myanmar,Nepal,359
Central African Rep.,Niger,159
Eritrea,Niger,272
Mali,Niger,60245
Nigeria,Niger,171014
Somalia,Niger,140
Sudan,Niger,1042
Central African Rep.,Nigeria,711
Dem. Rep. of the Congo,Nigeria,652
Mali,Nigeria,145
Syrian Arab Rep.,Nigeria,308
Sri Lanka,Nauru,102
Iraq,Oman,295
Afghanistan,Pakistan,1438432
Somalia,Pakistan,177
Iraq,Qatar,141
Afghanistan,Romania,170
Iraq,Romania,594
Somalia,Romania,147
Syrian Arab Rep.,Romania,2002
Burundi,South Africa,2636
Dem. Rep. of the Congo,South Africa,22816
Eritrea,South Africa,1469
Rwanda,South Africa,1016
Somalia,South Africa,23054
Burundi,Rwanda,64228
Dem. Rep. of the Congo,Rwanda,74303
Syrian Arab Rep.,Saudi Arabia,173
Central African Rep.,Senegal,155
Liberia,Sierra Leone,332
Syrian Arab Rep.,Somalia,603
Central African Rep.,Sudan,26928
Dem. Rep. of the Congo,Sudan,309
Eritrea,Sudan,114867
Somalia,Sudan,312
South Sudan,Sudan,736685
Syrian Arab Rep.,Sudan,93498
Burundi,South Sudan,103
Central African Rep.,South Sudan,2135
Dem. Rep. of the Congo,South Sudan,16498
Eritrea,South Sudan,259
Sudan,South Sudan,291249
Burundi,Eswatini,184
Dem. Rep. of the Congo,Eswatini,399
Rwanda,Eswatini,185
Somalia,Eswatini,101
Afghanistan,Switzerland,11585
Angola,Switzerland,687
Dem. Rep. of the Congo,Switzerland,913
Eritrea,Switzerland,9611
Iraq,Switzerland,2522
Sri Lanka,Switzerland,1286
Nigeria,Switzerland,252
Somalia,Switzerland,3006
Sudan,Switzerland,136
Syrian Arab Rep.,Switzerland,8488
Afghanistan,Syrian Arab Rep.,1107
Iraq,Syrian Arab Rep.,12399
Somalia,Syrian Arab Rep.,354
Sudan,Syrian Arab Rep.,719
Burundi,United Rep. of Tanzania,183515
Dem. Rep. of the Congo,United Rep. of Tanzania,50860
Somalia,United Rep. of Tanzania,160
Afghanistan,Thailand,160
Palestinian,Thailand,290
Iraq,Thailand,168
Sri Lanka,Thailand,119
Myanmar,Thailand,91805
Somalia,Thailand,208
Viet Nam,Thailand,834
Syrian Arab Rep.,Thailand,226
Central African Rep.,Togo,242
Dem. Rep. of the Congo,Togo,106
Rwanda,Togo,116
Eritrea,Tunisia,197
Sudan,Tunisia,144
Syrian Arab Rep.,Tunisia,1997
Syrian Arab Rep.,Turkey,3641370
Iraq,United Arab Emirates,809
Syrian Arab Rep.,United Arab Emirates,383
Burundi,Uganda,48466
Dem. Rep. of the Congo,Uganda,417407
Eritrea,Uganda,8650
Rwanda,Uganda,15978
Somalia,Uganda,37536
Sudan,Uganda,2790
South Sudan,Uganda,887452
Afghanistan,Ukraine,822
Syrian Arab Rep.,Ukraine,491
Eritrea,Yemen,1370
Palestinian,Yemen,630
Iraq,Yemen,3321
Somalia,Yemen,151155
Sudan,Yemen,119
Syrian Arab Rep.,Yemen,3609
Burundi,Zambia,6743
Dem. Rep. of the Congo,Zambia,54715
Rwanda,Zambia,777
Somalia,Zambia,3414
Burundi,Zimbabwe,676
Dem. Rep. of the Congo,Zimbabwe,7757
Rwanda,Zimbabwe,662
Central African Rep.,Algeria,103
Palestinian,Algeria,185
Mali,Algeria,206
Syrian Arab Rep.,Algeria,6659
Dem. Rep. of the Congo,Angola,9749
Eritrea,Egypt,14141
Palestinian,Egypt,70021
Iraq,Egypt,4629
Somalia,Egypt,4698
Sudan,Egypt,25476
South Sudan,Egypt,18673
Syrian Arab Rep.,Egypt,136727
Syrian Arab Rep.,Argentina,433
Azerbaijan,Armenia,1203
Iraq,Armenia,1095
Syrian Arab Rep.,Armenia,761
Afghanistan,Azerbaijan,1189
Iraq,Bahrain,242
Dem. Rep. of the Congo,Burundi,80817
Rwanda,Burundi,614
Central African Rep.,Benin,1122
Myanmar,Bangladesh,918898
Central African Rep.,Burkina Faso,187
Mali,Burkina Faso,24560
Afghanistan,Belarus,127
Dem. Rep. of the Congo,Botswana,239
Somalia,Botswana,314
Afghanistan,Canada,620
Angola,Canada,384
Azerbaijan,Canada,204
Burundi,Canada,607
Dem. Rep. of the Congo,Canada,753
Eritrea,Canada,412
Palestinian,Canada,989
Sri Lanka,Canada,936
Nigeria,Canada,4961
Rwanda,Canada,470
Somalia,Canada,271
Sudan,Canada,860
Syrian Arab Rep.,Canada,170
Dem. Rep. of the Congo,Central African Rep.,5577
Rwanda,Central African Rep.,219
Sudan,Central African Rep.,394
South Sudan,Central African Rep.,1894
Central African Rep.,Chad,118410
Dem. Rep. of the Congo,Chad,254
Nigeria,Chad,19321
Sudan,Chad,372404
Somalia,China,111
Syrian Arab Rep.,Chile,113
Central African Rep.,Cameroon,333878
Dem. Rep. of the Congo,Cameroon,460
Nigeria,Cameroon,120928
Rwanda,Cameroon,260
Central African Rep.,Congo,25918
Dem. Rep. of the Congo,Congo,12121
Rwanda,Congo,2556
Angola,Dem. Rep. of the Congo,417
Burundi,Dem. Rep. of the Congo,41031
Central African Rep.,Dem. Rep. of the Congo,212630
Rwanda,Dem. Rep. of the Congo,210978
Sudan,Dem. Rep. of the Congo,2023
South Sudan,Dem. Rep. of the Congo,56341
Afghanistan,Czechia,150
Myanmar,Czechia,149
Syrian Arab Rep.,Czechia,358
Eritrea,Djibouti,617
Somalia,Djibouti,14178
Afghanistan,Ecuador,147
Syrian Arab Rep.,Ecuador,157
Dem. Rep. of the Congo,Ethiopia,769
Eritrea,Ethiopia,158294
Somalia,Ethiopia,223018
Sudan,Ethiopia,45843
South Sudan,Ethiopia,386750
Iraq,Georgia,401
Syrian Arab Rep.,Georgia,444
Afghanistan,Germany,158589
Angola,Germany,835
Azerbaijan,Germany,3878
Burundi,Germany,128
Dem. Rep. of the Congo,Germany,1499
Eritrea,Germany,63128
Palestinian,Germany,2016
Iraq,Germany,147839
Liberia,Germany,135
Sri Lanka,Germany,3591
Mali,Germany,392
Myanmar,Germany,882
Nigeria,Germany,10023
Rwanda,Germany,324
Somalia,Germany,30207
Viet Nam,Germany,1096
Sudan,Germany,2909
South Sudan,Germany,118
Syrian Arab Rep.,Germany,619218
Central African Rep.,Ghana,149
Eritrea,Ghana,102
Liberia,Ghana,661
Sudan,Ghana,584
Syrian Arab Rep.,Ghana,229
Liberia,Guinea,338
Iraq,Croatia,119
Syrian Arab Rep.,Croatia,548
Central African Rep.,Cote d'Ivoire,550
Dem. Rep. of the Congo,Cote d'Ivoire,122
Liberia,Cote d'Ivoire,1071
Syrian Arab Rep.,Cote d'Ivoire,148
Afghanistan,India,9678
Iraq,India,150
Sri Lanka,India,58648
Myanmar,India,20754
Somalia,India,497
Afghanistan,Indonesia,5828
Eritrea,Indonesia,133
Palestinian,Indonesia,208
Iraq,Indonesia,466
Sri Lanka,Indonesia,407
Myanmar,Indonesia,480
Somalia,Indonesia,1146
Sudan,Indonesia,397
Afghanistan,Ireland,549
Dem. Rep. of the Congo,Ireland,458
Palestinian,Ireland,130
Iraq,Ireland,363
Nigeria,Ireland,396
Somalia,Ireland,493
Sudan,Ireland,229
Syrian Arab Rep.,Ireland,1223
Afghanistan,Iran (Islamic Rep. of),778054
Palestinian,Iraq,7885
Syrian Arab Rep.,Iraq,254561
Iraq,Jordan,34204
Somalia,Jordan,601
Sudan,Jordan,3697
Syrian Arab Rep.,Jordan,672952
Afghanistan,Kazakhstan,327
Burundi,Kenya,7203
Dem. Rep. of the Congo,Kenya,30411
Eritrea,Kenya,902
Rwanda,Kenya,766
Somalia,Kenya,280479
Sudan,Kenya,4213
South Sudan,Kenya,135255
Afghanistan,Kyrgyzstan,213
Iraq,Kuwait,334
Somalia,Kuwait,202
Syrian Arab Rep.,Kuwait,150
Eritrea,Libya,344
Palestinian,Libya,560
Iraq,Libya,333
Sudan,Libya,1336
Syrian Arab Rep.,Libya,492
Iraq,Lebanon,3750
Sudan,Lebanon,728
Syrian Arab Rep.,Lebanon,840929
Dem. Rep. of the Congo,Lesotho,205
Afghanistan,Sri Lanka,113
Central African Rep.,Mauritania,653
Mali,Mauritania,74196
Syrian Arab Rep.,Mauritania,368
Syrian Arab Rep.,Rep. of Moldova,166
Central African Rep.,Mali,1136
Dem. Rep. of the Congo,Mali,293
Afghanistan,Malaysia,1604
Palestinian,Malaysia,249
Iraq,Malaysia,420
Sri Lanka,Malaysia,795
Myanmar,Malaysia,120598
Somalia,Malaysia,2168
Sudan,Malaysia,182
Syrian Arab Rep.,Malaysia,449
Burundi,Malawi,3951
Dem. Rep. of the Congo,Malawi,14941
Rwanda,Malawi,2514
Central African Rep.,Morocco,594
Dem. Rep. of the Congo,Morocco,194
Iraq,Morocco,127
Syrian Arab Rep.,Morocco,5082
Burundi,Mozambique,908
Dem. Rep. of the Congo,Mozambique,2993
Rwanda,Mozambique,697
Somalia,Mozambique,160
Burundi,Namibia,310
