source,target,value
Nigeria,Cameroon,16686
Angola,Congo,3632
Dem. Rep. of the Congo,Congo,58834
Rwanda,Congo,5046
Angola,Dem. Rep. of the Congo,21383
Burundi,Dem. Rep. of the Congo,1004
Congo,Dem. Rep. of the Congo,866
Rwanda,Dem. Rep. of the Congo,1698
Sudan,Dem. Rep. of the Congo,11955
Uganda,Dem. Rep. of the Congo,2044
Colombia,Costa Rica,8750
Western Sahara,Cuba,719
Iran (Islamic Rep. of),Cyprus,254
Somalia,Eritrea,3523
Sudan,Eritrea,714
Eritrea,Ethiopia,8719
Somalia,Ethiopia,16470
Sudan,Ethiopia,90451
Angola,Gabon,132
Chad,Gabon,1216
Congo,Gabon,11988
Rwanda,Gabon,103
Russian Federation,Georgia,2543
Liberia,Ghana,40853
Sierra Leone,Ghana,632
Togo,Ghana,542
Senegal,Guinea-Bissau,7317
Sierra Leone,Guinea-Bissau,178
Nicaragua,Guatemala,468
El Salvador,Guatemala,157
Cote d'Ivoire,Guinea,4735
Liberia,Guinea,127256
Sierra Leone,Guinea,7148
Bosnia and Herzegovina,Croatia,3204
Serbia and Kosovo: S/RES/1244 (1999),Croatia,458
Congo,Cote d'Ivoire,539
Dem. Rep. of the Congo,Cote d'Ivoire,192
Liberia,Cote d'Ivoire,70402
Rwanda,Cote d'Ivoire,257
Sierra Leone,Cote d'Ivoire,339
Afghanistan,India,9761
Myanmar,India,1162
Afghanistan,Iran (Islamic Rep. of),952802
Iraq,Iran (Islamic Rep. of),93173
Palestinian,Iraq,22711
Iran (Islamic Rep. of),Iraq,3641
Syrian Arab Rep.,Iraq,489
Turkey,Iraq,13353
Iraq,Jordan,889
Myanmar,Japan,145
Viet Nam,Japan,1419
Afghanistan,Kazakhstan,670
Russian Federation,Kazakhstan,13684
Tajikistan,Kazakhstan,1446
Burundi,Kenya,782
Dem. Rep. of the Congo,Kenya,2367
Eritrea,Kenya,461
Ethiopia,Kenya,12595
Rwanda,Kenya,1541
Somalia,Kenya,153627
Sudan,Kenya,67556
Uganda,Kenya,904
Afghanistan,Kyrgyzstan,258
Tajikistan,Kyrgyzstan,3472
Palestinian,Kuwait,910
Iraq,Kuwait,418
Somalia,Kuwait,107
Cote d'Ivoire,Liberia,624
Sierra Leone,Liberia,2735
Palestinian,Libya,8873
Liberia,Libya,152
Somalia,Libya,2938
Iraq,Lebanon,1148
Sudan,Lebanon,311
Liberia,Mauritania,136
Sierra Leone,Mauritania,287
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,979
Guatemala,Mexico,2374
El Salvador,Mexico,1681
Dem. Rep. of the Congo,Mali,106
Cote d'Ivoire,Mali,2704
Liberia,Mali,446
Mauritania,Mali,6185
Sierra Leone,Mali,1344
Indonesia,Malaysia,15181
Myanmar,Malaysia,9601
Angola,Namibia,6618
Bhutan,Nepal,104915
Tibetan,Nepal,20000
Chad,Niger,153
El Salvador,Nicaragua,265
Chad,Nigeria,195
Dem. Rep. of the Congo,Nigeria,133
Liberia,Nigeria,2932
Sierra Leone,Nigeria,1633
Sudan,Nigeria,104
Afghanistan,Pakistan,960041
Cuba,Peru,479
Serbia and Kosovo: S/RES/1244 (1999),Peru,113
Indonesia,Papua New Guinea,7491
Iraq,Romania,134
Burundi,Rwanda,4606
Dem. Rep. of the Congo,Rwanda,45460
Nicaragua,El Salvador,229
Palestinian,Saudi Arabia,240007
Iraq,Saudi Arabia,440
Croatia,Serbia and Kosovo: S/RES/1244 (1999),323
North Macedonia,Serbia and Kosovo: S/RES/1244 (1999),769
Liberia,Senegal,249
Mauritania,Senegal,19778
Rwanda,Senegal,304
Sierra Leone,Senegal,170
Liberia,Sierra Leone,61799
Ethiopia,Somalia,321
Cambodia,Viet Nam,2360
Eritrea,Sudan,42121
Ethiopia,Sudan,13723
Uganda,Sudan,7901
Bosnia and Herzegovina,Slovenia,214
Burundi,Eswatini,155
Afghanistan,Switzerland,1524
Albania,Switzerland,114
Algeria,Switzerland,284
Angola,Switzerland,2129
Burundi,Switzerland,176
Bosnia and Herzegovina,Switzerland,6553
Cambodia,Switzerland,601
China,Switzerland,623
Dem. Rep. of the Congo,Switzerland,1156
Colombia,Switzerland,221
Eritrea,Switzerland,215
Ethiopia,Switzerland,331
Iran (Islamic Rep. of),Switzerland,963
Iraq,Switzerland,3208
Lao People's Dem. Rep.,Switzerland,192
Libya,Switzerland,421
Sri Lanka,Switzerland,2952
North Macedonia,Switzerland,131
Pakistan,Switzerland,186
Russian Federation,Switzerland,198
Rwanda,Switzerland,236
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,10956
Somalia,Switzerland,3747
Viet Nam,Switzerland,2214
Sudan,Switzerland,169
Syrian Arab Rep.,Switzerland,179
Togo,Switzerland,129
Tunisia,Switzerland,657
Turkey,Switzerland,5613
Stateless,Switzerland,134
Afghanistan,Syrian Arab Rep.,360
Iraq,Syrian Arab Rep.,14391
Somalia,Syrian Arab Rep.,467
Sudan,Syrian Arab Rep.,166
Burundi,United Rep. of Tanzania,245475
Dem. Rep. of the Congo,United Rep. of Tanzania,153474
Somalia,United Rep. of Tanzania,2867
Myanmar,Thailand,120814
Afghanistan,Turkmenistan,1030
Azerbaijan,Turkmenistan,129
Tajikistan,Turkmenistan,12085
Dem. Rep. of the Congo,Togo,109
Rwanda,Togo,840
Bosnia and Herzegovina,Turkey,494
Iran (Islamic Rep. of),Turkey,1950
Iraq,Turkey,125
Serbia and Kosovo: S/RES/1244 (1999),Turkey,213
Burundi,Uganda,663
Dem. Rep. of the Congo,Uganda,14762
Ethiopia,Uganda,116
Rwanda,Uganda,18902
Somalia,Uganda,1089
Sudan,Uganda,194168
Afghanistan,Ukraine,1290
Armenia,Ukraine,206
Azerbaijan,Ukraine,197
Russian Federation,Ukraine,195
Afghanistan,Uzbekistan,2306
Tajikistan,Uzbekistan,39202
Eritrea,Yemen,101
Ethiopia,Yemen,1990
Palestinian,Yemen,440
Iraq,Yemen,219
Somalia,Yemen,63511
Angola,Zambia,88842
Burundi,Zambia,1766
Dem. Rep. of the Congo,Zambia,66248
Rwanda,Zambia,5791
Somalia,Zambia,975
Angola,Zimbabwe,212
Burundi,Zimbabwe,1048
Dem. Rep. of the Congo,Zimbabwe,3614
Ethiopia,Zimbabwe,152
Liberia,Zimbabwe,116
Rwanda,Zimbabwe,857
Somalia,Zimbabwe,217
Sudan,Zimbabwe,201
Western Sahara,Algeria,90000
Dem. Rep. of the Congo,Angola,13464
Rwanda,Angola,148
Eritrea,Egypt,205
Ethiopia,Egypt,516
Palestinian,Egypt,255
Somalia,Egypt,3940
Sudan,Egypt,13446
Yemen,Egypt,209
Cuba,Argentina,260
Lao People's Dem. Rep.,Argentina,1333
Peru,Argentina,457
Azerbaijan,Armenia,219324
Iraq,Armenia,218
Russian Federation,Azerbaijan,2828
Dem. Rep. of the Congo,Burundi,9197
Burundi,Benin,110
Chad,Benin,370
Congo,Benin,1126
Dem. Rep. of the Congo,Benin,856
Cote d'Ivoire,Benin,113
Nigeria,Benin,244
Rwanda,Benin,599
Togo,Benin,26632
Myanmar,Bangladesh,21053
Chad,Burkina Faso,152
Afghanistan,Belarus,517
Georgia,Belarus,125
Peru,Bolivia (Plurinational State of),442
Angola,Botswana,847
Dem. Rep. of the Congo,Botswana,161
Namibia,Botswana,1175
Somalia,Botswana,528
Croatia,Bosnia and Herzegovina,7458
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,3098
El Salvador,Belize,553
Viet Nam,Cambodia,110
Chad,Central African Rep.,822
Dem. Rep. of the Congo,Central African Rep.,3267
Rwanda,Central African Rep.,269
Sudan,Central African Rep.,19960
Central African Rep.,Chad,41246
Sudan,Chad,202266
Viet Nam,China,300897
Colombia,Chile,416
Peru,Chile,221
Nigeria,Cameroon,9706
Angola,Congo,2975
Dem. Rep. of the Congo,Congo,56352
Rwanda,Congo,6478
Angola,Dem. Rep. of the Congo,61772
Burundi,Dem. Rep. of the Congo,726
Congo,Dem. Rep. of the Congo,834
Rwanda,Dem. Rep. of the Congo,1626
Sudan,Dem. Rep. of the Congo,11723
Uganda,Dem. Rep. of the Congo,2044
Western Sahara,Cuba,641
Iran (Islamic Rep. of),Cyprus,302
Somalia,Eritrea,3620
Sudan,Eritrea,748
Dem. Rep. of the Congo,Ethiopia,122
Eritrea,Ethiopia,10700
Somalia,Ethiopia,15901
Sudan,Ethiopia,73927
Afghanistan,France,1228
Albania,France,1123
Algeria,France,1044
Angola,France,2470
Armenia,France,1267
Azerbaijan,France,1068
Burundi,France,260
Bangladesh,France,1204
Belarus,France,304
Bosnia and Herzegovina,France,3372
Cambodia,France,13736
Central African Rep.,France,440
Chad,France,723
China,France,440
Cameroon,France,415
Congo,France,2454
Dem. Rep. of the Congo,France,8537
Colombia,France,295
Cuba,France,101
Ethiopia,France,333
Georgia,France,1516
Ghana,France,635
Guinea-Bissau,France,846
Guinea,France,878
Haiti,France,2237
Cote d'Ivoire,France,1075
India,France,204
Iran (Islamic Rep. of),France,1634
Iraq,France,1319
Kazakhstan,France,273
Lao People's Dem. Rep.,France,7668
Liberia,France,192
Sri Lanka,France,15602
Madagascar,France,167
Mauritania,France,3771
North Macedonia,France,153
Rep. of Moldova,France,285
Mali,France,129
Mongolia,France,117
Myanmar,France,105
Nigeria,France,366
Pakistan,France,236
Peru,France,268
Poland,France,181
Russian Federation,France,5292
Rwanda,France,1774
Serbia and Kosovo: S/RES/1244 (1999),France,6988
Senegal,France,132
Sierra Leone,France,304
Somalia,France,587
Viet Nam,France,8832
Sudan,France,630
Syrian Arab Rep.,France,213
Togo,France,416
Tunisia,France,315
Turkey,France,9676
Ukraine,France,643
Uzbekistan,France,150
Chad,Gabon,874
Congo,Gabon,7298
Russian Federation,Georgia,2483
Liberia,Ghana,38684
Sierra Leone,Ghana,125
Sudan,Ghana,579
Togo,Ghana,14136
Senegal,Guinea-Bissau,7320
Sierra Leone,Guinea-Bissau,195
Nicaragua,Guatemala,303
Cote d'Ivoire,Guinea,3233
Liberia,Guinea,54810
Sierra Leone,Guinea,5423
Viet Nam,"China, Hong Kong SAR",1828
Bosnia and Herzegovina,Croatia,2545
Serbia and Kosovo: S/RES/1244 (1999),Croatia,382
Congo,Cote d'Ivoire,560
Dem. Rep. of the Congo,Cote d'Ivoire,207
Liberia,Cote d'Ivoire,39919
Rwanda,Cote d'Ivoire,247
Sierra Leone,Cote d'Ivoire,339
Afghanistan,India,9700
Myanmar,India,1471
Somalia,India,104
Afghanistan,Iran (Islamic Rep. of),920248
Iraq,Iran (Islamic Rep. of),54000
Palestinian,Iraq,22698
Iran (Islamic Rep. of),Iraq,7658
Sudan,Iraq,138
Syrian Arab Rep.,Iraq,627
Turkey,Iraq,9796
Iraq,Jordan,754
Cambodia,Japan,103
Myanmar,Japan,240
Viet Nam,Japan,1285
Afghanistan,Kazakhstan,760
Burundi,Kenya,1188
Dem. Rep. of the Congo,Kenya,2306
Eritrea,Kenya,612
Ethiopia,Kenya,14862
Rwanda,Kenya,2361
Somalia,Kenya,150459
Sudan,Kenya,76646
Uganda,Kenya,2834
Afghanistan,Kyrgyzstan,251
Tajikistan,Kyrgyzstan,2320
Palestinian,Kuwait,910
Iraq,Kuwait,422
Somalia,Kuwait,107
Cote d'Ivoire,Liberia,6592
Sierra Leone,Liberia,3546
Iraq,Lebanon,797
Sudan,Lebanon,119
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,1249
Guatemala,Mexico,1231
El Salvador,Mexico,1680
Dem. Rep. of the Congo,Mali,109
Cote d'Ivoire,Mali,2679
Liberia,Mali,423
Mauritania,Mali,6165
Sierra Leone,Mali,1344
Indonesia,Malaysia,19153
Myanmar,Malaysia,14208
Burundi,Mozambique,442
Dem. Rep. of the Congo,Mozambique,1079
Rwanda,Mozambique,413
Bhutan,Nepal,106248
Tibetan,Nepal,20153
Chad,Niger,120
El Salvador,Nicaragua,192
Dem. Rep. of the Congo,Nigeria,703
Liberia,Nigeria,6051
Sierra Leone,Nigeria,1670
Sudan,Nigeria,173
Afghanistan,Pakistan,1084208
Somalia,Pakistan,255
Colombia,Panama,1137
Nicaragua,Panama,170
El Salvador,Panama,269
Colombia,Peru,118
Cuba,Peru,504
Serbia and Kosovo: S/RES/1244 (1999),Peru,110
Indonesia,Papua New Guinea,2491
Uzbekistan,Romania,365
Burundi,Rwanda,3743
Dem. Rep. of the Congo,Rwanda,41403
Eritrea,Saudi Arabia,253
Iraq,Saudi Arabia,363
North Macedonia,Serbia and Kosovo: S/RES/1244 (1999),629
Liberia,Senegal,281
Mauritania,Senegal,19712
Rwanda,Senegal,304
Sierra Leone,Senegal,145
Liberia,Sierra Leone,59952
Ethiopia,Somalia,444
Cambodia,Viet Nam,2357
Bosnia and Herzegovina,Slovenia,137
Burundi,Eswatini,174
Dem. Rep. of the Congo,Eswatini,120
Afghanistan,Switzerland,1595
Albania,Switzerland,114
Algeria,Switzerland,297
Angola,Switzerland,2221
Armenia,Switzerland,108
Burundi,Switzerland,166
Bosnia and Herzegovina,Switzerland,6165
Cambodia,Switzerland,576
China,Switzerland,667
Dem. Rep. of the Congo,Switzerland,1313
Colombia,Switzerland,242
Eritrea,Switzerland,268
Ethiopia,Switzerland,370
Iran (Islamic Rep. of),Switzerland,1034
Iraq,Switzerland,4065
Lao People's Dem. Rep.,Switzerland,188
Libya,Switzerland,419
Sri Lanka,Switzerland,2617
North Macedonia,Switzerland,145
Pakistan,Switzerland,156
Russian Federation,Switzerland,266
Rwanda,Switzerland,243
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,10586
Somalia,Switzerland,3706
Viet Nam,Switzerland,2072
Sudan,Switzerland,160
Syrian Arab Rep.,Switzerland,294
Togo,Switzerland,226
Tunisia,Switzerland,668
Turkey,Switzerland,5501
Afghanistan,Syrian Arab Rep.,229
Iraq,Syrian Arab Rep.,24874
Somalia,Syrian Arab Rep.,593
Sudan,Syrian Arab Rep.,177
Burundi,United Rep. of Tanzania,195383
Dem. Rep. of the Congo,United Rep. of Tanzania,150112
Somalia,United Rep. of Tanzania,2663
Lao People's Dem. Rep.,Thailand,150
Myanmar,Thailand,116499
Afghanistan,Tajikistan,1006
Afghanistan,Turkmenistan,749
Tajikistan,Turkmenistan,11173
Dem. Rep. of the Congo,Togo,120
Cote d'Ivoire,Togo,105
Rwanda,Togo,809
Iran (Islamic Rep. of),Turkey,1959
Iraq,Turkey,126
Burundi,Uganda,1660
Dem. Rep. of the Congo,Uganda,20564
Rwanda,Uganda,20213
Somalia,Uganda,1811
Sudan,Uganda,212857
Afghanistan,Ukraine,1213
Armenia,Ukraine,215
Azerbaijan,Ukraine,195
Russian Federation,Ukraine,155
Afghanistan,Uzbekistan,1805
Tajikistan,Uzbekistan,39202
Eritrea,Yemen,122
Ethiopia,Yemen,1616
Palestinian,Yemen,440
Iraq,Yemen,1046
Somalia,Yemen,78582
Angola,Zambia,26468
Burundi,Zambia,1689
Dem. Rep. of the Congo,Zambia,46243
Rwanda,Zambia,4769
Somalia,Zambia,993
Dem. Rep. of the Congo,Angola,12615
Eritrea,Egypt,274
Ethiopia,Egypt,507
Palestinian,Egypt,70198
Somalia,Egypt,4317
Sudan,Egypt,12157
Yemen,Egypt,204
Colombia,Argentina,100
Cuba,Argentina,265
Lao People's Dem. Rep.,Argentina,1333
Peru,Argentina,470
Azerbaijan,Armenia,113224
Iraq,Armenia,459
Afghanistan,Azerbaijan,104
Russian Federation,Azerbaijan,2425
Dem. Rep. of the Congo,Burundi,12623
Rwanda,Burundi,245
Afghanistan,Belgium,226
Albania,Belgium,165
Angola,Belgium,126
Burundi,Belgium,294
Belarus,Belgium,170
Bosnia and Herzegovina,Belgium,145
China,Belgium,149
Dem. Rep. of the Congo,Belgium,884
Guinea,Belgium,218
Hungary,Belgium,133
Cote d'Ivoire,Belgium,189
Iran (Islamic Rep. of),Belgium,379
Iraq,Belgium,253
Poland,Belgium,432
Russian Federation,Belgium,5425
Rwanda,Belgium,1833
Serbia and Kosovo: S/RES/1244 (1999),Belgium,1606
Somalia,Belgium,111
Syrian Arab Rep.,Belgium,100
Turkey,Belgium,463
Ukraine,Belgium,126
Chad,Benin,101
Congo,Benin,252
Dem. Rep. of the Congo,Benin,502
Nigeria,Benin,215
Rwanda,Benin,144
Togo,Benin,9444
Myanmar,Bangladesh,26268
Chad,Burkina Faso,152
Afghanistan,Belarus,491
Georgia,Belarus,121
Peru,Bolivia (Plurinational State of),317
Angola,Brazil,1674
Dem. Rep. of the Congo,Brazil,268
Colombia,Brazil,415
Cuba,Brazil,105
Iraq,Brazil,110
Liberia,Brazil,256
Sierra Leone,Brazil,130
Croatia,Bosnia and Herzegovina,7269
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,3032
El Salvador,Belize,444
Chad,Central African Rep.,930
Dem. Rep. of the Congo,Central African Rep.,3027
Rwanda,Central African Rep.,276
Sudan,Central African Rep.,7900
Central African Rep.,Chad,45862
Sudan,Chad,221525
Colombia,Chile,719
Peru,Chile,224
Burundi,Cameroon,269
Central African Rep.,Cameroon,22342
Chad,Cameroon,7095
Congo,Cameroon,159
Dem. Rep. of the Congo,Cameroon,661
Nigeria,Cameroon,2953
Rwanda,Cameroon,1303
Angola,Congo,2666
Dem. Rep. of the Congo,Congo,46341
Rwanda,Congo,6564
Angola,Dem. Rep. of the Congo,117295
Burundi,Dem. Rep. of the Congo,5362
Congo,Dem. Rep. of the Congo,817
Rwanda,Dem. Rep. of the Congo,1490
Sudan,Dem. Rep. of the Congo,6181
Uganda,Dem. Rep. of the Congo,13904
Western Sahara,Cuba,595
Palestinian,Cyprus,108
Iran (Islamic Rep. of),Cyprus,345
Somalia,Eritrea,3792
Sudan,Eritrea,752
Dem. Rep. of the Congo,Ethiopia,178
Eritrea,Ethiopia,13078
Somalia,Ethiopia,16576
Sudan,Ethiopia,66980
Afghanistan,France,1238
Albania,France,1239
Algeria,France,1166
Angola,France,2594
Armenia,France,1464
Azerbaijan,France,1210
Burundi,France,266
Bangladesh,France,1297
Belarus,France,354
Bosnia and Herzegovina,France,3613
Cambodia,France,13514
Central African Rep.,France,468
Chad,France,774
China,France,493
Cameroon,France,472
Congo,France,2570
Dem. Rep. of the Congo,France,8924
Colombia,France,337
Cuba,France,112
Eritrea,France,104
Ethiopia,France,347
Georgia,France,1668
Ghana,France,595
Guinea-Bissau,France,837
Guinea,France,1136
Haiti,France,2710
Cote d'Ivoire,France,1290
India,France,218
Iran (Islamic Rep. of),France,1617
Iraq,France,1318
Kazakhstan,France,290
Kyrgyzstan,France,110
Lao People's Dem. Rep.,France,7599
Liberia,France,203
Sri Lanka,France,15669
Madagascar,France,194
Mauritania,France,3904
North Macedonia,France,176
Rep. of Moldova,France,330
Mali,France,163
Mongolia,France,185
Myanmar,France,117
Nigeria,France,471
Pakistan,France,272
Peru,France,266
Poland,France,190
Romania,France,190
Russian Federation,France,5945
Rwanda,France,1908
Serbia and Kosovo: S/RES/1244 (1999),France,7334
Senegal,France,138
Sierra Leone,France,308
Somalia,France,612
Viet Nam,France,8750
Sudan,France,799
Syrian Arab Rep.,France,216
Togo,France,490
Tunisia,France,326
Turkey,France,10059
Ukraine,France,663
Uzbekistan,France,162
Chad,Gabon,905
Congo,Gabon,7178
Liberia,Gambia,771
Senegal,Gambia,6946
Sierra Leone,Gambia,5955
Russian Federation,Georgia,1362
Liberia,Ghana,35653
Sierra Leone,Ghana,103
Sudan,Ghana,600
Togo,Ghana,8517
Senegal,Guinea-Bissau,7454
Sierra Leone,Guinea-Bissau,198
Nicaragua,Guatemala,295
Cote d'Ivoire,Guinea,4335
Liberia,Guinea,21816
Sierra Leone,Guinea,5259
Viet Nam,"China, Hong Kong SAR",1829
Bosnia and Herzegovina,Croatia,2103
Serbia and Kosovo: S/RES/1244 (1999),Croatia,339
Congo,Cote d'Ivoire,488
Dem. Rep. of the Congo,Cote d'Ivoire,204
Liberia,Cote d'Ivoire,25615
Rwanda,Cote d'Ivoire,269
Sierra Leone,Cote d'Ivoire,342
Afghanistan,India,9472
Sri Lanka,India,69609
Myanmar,India,1812
Somalia,India,130
Iraq,Indonesia,172
Afghanistan,Iran (Islamic Rep. of),914260
Iraq,Iran (Islamic Rep. of),54024
Palestinian,Iraq,15000
Iran (Islamic Rep. of),Iraq,11773
Sudan,Iraq,138
Syrian Arab Rep.,Iraq,663
Turkey,Iraq,16832
Iraq,Jordan,699
Cambodia,Japan,103
Myanmar,Japan,269
Viet Nam,Japan,1132
Afghanistan,Kazakhstan,588
Russian Federation,Kazakhstan,3713
Burundi,Kenya,1195
Dem. Rep. of the Congo,Kenya,2385
Eritrea,Kenya,663
Ethiopia,Kenya,16428
Rwanda,Kenya,2335
Somalia,Kenya,173702
Sudan,Kenya,73004
Uganda,Kenya,2810
Afghanistan,Kyrgyzstan,256
Cote d'Ivoire,Liberia,12590
Sierra Leone,Liberia,3566
Palestinian,Libya,1883
Liberia,Libya,153
Sierra Leone,Libya,108
Somalia,Libya,488
Iraq,Lebanon,561
Pakistan,Sri Lanka,141
Cote d'Ivoire,Mauritania,168
Liberia,Mauritania,163
Sierra Leone,Mauritania,304
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,1218
Guatemala,Mexico,1231
El Salvador,Mexico,1679
Dem. Rep. of the Congo,Mali,124
Cote d'Ivoire,Mali,2066
Liberia,Mali,411
Mauritania,Mali,6165
Sierra Leone,Mali,1344
Indonesia,Malaysia,15174
Myanmar,Malaysia,21544
Thailand,Malaysia,122
Burundi,Mozambique,605
Dem. Rep. of the Congo,Mozambique,1380
Rwanda,Mozambique,535
Bosnia and Herzegovina,Montenegro,5005
Croatia,Montenegro,1921
Angola,Namibia,4738
Dem. Rep. of the Congo,Namibia,433
Bhutan,Nepal,107803
Pakistan,Nepal,136
Tibetan,Nepal,20153
Chad,Niger,132
El Salvador,Nicaragua,161
Dem. Rep. of the Congo,Nigeria,750
Liberia,Nigeria,5778
Sierra Leone,Nigeria,1667
Sudan,Nigeria,181
Afghanistan,Pakistan,1043984
Somalia,Pakistan,244
Colombia,Panama,1248
Nicaragua,Panama,170
El Salvador,Panama,269
Colombia,Peru,152
Cuba,Peru,535
Serbia and Kosovo: S/RES/1244 (1999),Peru,108
Indonesia,Papua New Guinea,2677
Burundi,Rwanda,2870
Dem. Rep. of the Congo,Rwanda,46272
Eritrea,Saudi Arabia,416
Iraq,Saudi Arabia,250
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),27414
Croatia,Serbia and Kosovo: S/RES/1244 (1999),71111
North Macedonia,Serbia and Kosovo: S/RES/1244 (1999),398
Liberia,Senegal,268
Mauritania,Senegal,19630
Rwanda,Senegal,300
Sierra Leone,Senegal,141
Liberia,Sierra Leone,27311
Ethiopia,Somalia,615
Cambodia,Viet Nam,2357
Chad,Sudan,25023
Dem. Rep. of the Congo,Sudan,2733
Eritrea,Sudan,157220
Ethiopia,Sudan,11009
Bosnia and Herzegovina,Slovenia,127
Burundi,Eswatini,173
Dem. Rep. of the Congo,Eswatini,117
Afghanistan,Switzerland,1726
Algeria,Switzerland,265
Angola,Switzerland,2160
Armenia,Switzerland,105
Burundi,Switzerland,148
Bosnia and Herzegovina,Switzerland,5548
Cambodia,Switzerland,525
China,Switzerland,983
Dem. Rep. of the Congo,Switzerland,1353
Colombia,Switzerland,255
Eritrea,Switzerland,628
Ethiopia,Switzerland,454
Iran (Islamic Rep. of),Switzerland,1132
Iraq,Switzerland,5030
Lao People's Dem. Rep.,Switzerland,182
Libya,Switzerland,389
Sri Lanka,Switzerland,2352
North Macedonia,Switzerland,153
Pakistan,Switzerland,160
Russian Federation,Switzerland,389
Rwanda,Switzerland,267
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,9827
Somalia,Switzerland,3541
Viet Nam,Switzerland,1944
Sudan,Switzerland,165
Syrian Arab Rep.,Switzerland,388
Togo,Switzerland,381
Tunisia,Switzerland,697
Turkey,Switzerland,5516
Afghanistan,Syrian Arab Rep.,299
Iran (Islamic Rep. of),Syrian Arab Rep.,131
Iraq,Syrian Arab Rep.,42225
Somalia,Syrian Arab Rep.,1322
Sudan,Syrian Arab Rep.,227
Burundi,United Rep. of Tanzania,352640
Dem. Rep. of the Congo,United Rep. of Tanzania,127973
Somalia,United Rep. of Tanzania,2086
Lao People's Dem. Rep.,Thailand,354
Myanmar,Thailand,132241
Afghanistan,Tajikistan,917
Afghanistan,Turkmenistan,710
Dem. Rep. of the Congo,Togo,124
Cote d'Ivoire,Togo,136
Rwanda,Togo,819
Iran (Islamic Rep. of),Turkey,2135
Iraq,Turkey,141
Somalia,Turkey,139
Burundi,Uganda,1129
Dem. Rep. of the Congo,Uganda,28766
Ethiopia,Uganda,128
Rwanda,Uganda,17000
Somalia,Uganda,3664
Sudan,Uganda,171565
Afghanistan,Ukraine,1189
Armenia,Ukraine,208
Azerbaijan,Ukraine,180
Russian Federation,Ukraine,128
Colombia,Venezuela (Bolivarian Republic of),660
Eritrea,Yemen,206
Ethiopia,Yemen,1896
Palestinian,Yemen,440
Iraq,Yemen,1517
Somalia,Yemen,91587
Angola,Zambia,18675
Burundi,Zambia,1001
Dem. Rep. of the Congo,Zambia,45874
Rwanda,Zambia,3167
Somalia,Zambia,993
Burundi,Zimbabwe,493
Dem. Rep. of the Congo,Zimbabwe,1927
Rwanda,Zimbabwe,565
Eritrea,Egypt,373
Ethiopia,Egypt,468
Palestinian,Egypt,70213
Cote d'Ivoire,Egypt,133
Iraq,Egypt,10273
Somalia,Egypt,5139
Sudan,Egypt,10499
Yemen,Egypt,204
Colombia,Argentina,152
Cuba,Argentina,272
Lao People's Dem. Rep.,Argentina,1333
Peru,Argentina,485
Azerbaijan,Armenia,3815
Iraq,Armenia,718
Afghanistan,Azerbaijan,108
Russian Federation,Azerbaijan,2110
Dem. Rep. of the Congo,Burundi,23914
Rwanda,Burundi,553
Afghanistan,Belgium,151
Albania,Belgium,156
Angola,Belgium,133
Burundi,Belgium,258
Belarus,Belgium,159
Bosnia and Herzegovina,Belgium,112
China,Belgium,225
