,Year,Conflict name,Dyad name,Where coordinates,Where description,Latitude,Longitude,Country of origin,Region,Deaths civilians
122832,2012,Syria: Government,Government of Syria - Syrian insurgents,Mintaqat az Zabadani district,Damascus Suburbs : Zabadany,33.70819,36.111979,Syria,Middle East,1
58397,2012,India: Kashmir,Government of India - Kashmir insurgents,Lara Bal village,"Laribal village, in the Handwara area of Kupwara District",34.321738,74.11669499999998,India,Asia,0
115214,2012,Government of Syria - Civilians,Government of Syria - Civilians,Tall Shihab town,Tal Shehab,32.688611,35.988889,Syria,Middle East,1
124794,2012,Syria: Government,Government of Syria - Syrian insurgents,Deir ez Zor town,"Khsarat neighbourhood, Deir Ezzor",35.335876,40.140844,Syria,Middle East,0
122813,2012,Syria: Government,Government of Syria - Syrian insurgents,Hreitan town,Huritan town in Aleppo countryside,36.287,37.0833,Syria,Middle East,0
122197,2012,Syria: Government,Government of Syria - Syrian insurgents,Dayr Ful village,"Dayr Ful, al-Rastan area of Reef Homs.",34.924170000000004,36.84113,Syria,Middle East,6
118331,2012,Syria: Government,Government of Syria - Syrian insurgents,Damascus city,"provinces of Idlib,Dimashq, Deir Izzor, Deraâ€™a, reef Dimashq and Hama",33.513364,36.291575,Syria,Middle East,0
33175,2012,Algeria: Government,Government of Algeria - AQIM,Isser commune,"region of Issers, 25 Kmâ€™s East of
Boumerdes",36.716667,3.666667,Algeria,Africa,0
119244,2012,Syria: Government,Government of Syria - Syrian insurgents,Babella suburb,town of Bebeila,33.469244,36.330472,Syria,Middle East,1
178788,2012,Yemen (North Yemen): Government,Government of Yemen (North Yemen) - AQAP,WÄdÄ« á¸¨assÄn,WÄdÄ« á¸¨assÄn,13.136621,45.454545,Yemen (North Yemen),Middle East,0
124385,2012,Syria: Government,Government of Syria - Syrian insurgents,Harran al Awamid town,"cities and towns of Douma, Arabin, Sabina, Beit Sahm, Harran al-Awamid, Daraya, Aqraba, and the vicinity of the vehicle management building between the cities of Harasta and Arabin",33.447077,36.560215,Syria,Middle East,0
119944,2012,Syria: Government,Government of Syria - Syrian insurgents,Rif Dimashq governorate,Damascus Suburbs,33.5,37.383333,Syria,Middle East,4
172527,2012,Thailand: Patani,Government of Thailand - Patani insurgents,Rueso district,"Ban Pattana Chart Thai in tambon Khok Sato of Ruso district, Narathiwat.",6.3745,101.51491,Thailand,Asia,0
91375,2012,Fulani - Tiv,Fulani - Tiv,Takum lga,Ayu,7.411580000000002,10.04478,Nigeria,Africa,0
117958,2012,Syria: Government,Government of Syria - Syrian insurgents,Deir ez Zor town,Province	Deir Ezzor,35.335876,40.140844,Syria,Middle East,1
121643,2012,Syria: Government,Government of Syria - Syrian insurgents,Hamah governorate,"Homs, Idlib, Aleppo, Deraâ€™a, Hama, and Damascus.",35.233333,37.2,Syria,Middle East,0
117085,2012,Syria: Government,Government of Syria - Syrian insurgents,Khirbat al Jawz town,"village of Khirbet al-Joze, Idlib province",35.90373,36.19378,Syria,Middle East,0
125456,2013,Syria: Government,Government of Syria - Syrian insurgents,Ar Raqqah governorate,in Reef al-Raqqa.,36.0,38.93333300000001,Syria,Middle East,0
129227,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Ghadfah town,Al-Ghadfa,35.6742,36.79058,Syria,Middle East,1
126729,2013,Syria: Government,Government of Syria - Syrian insurgents,Jisr ash Shughur town,Jisr al-Shoghour,35.81426,36.32062,Syria,Middle East,2
88711,2013,Nigeria: Government,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,Ngala lga,Ngala LGA,12.21532,14.18319,Nigeria,Africa,0
34513,2013,Supporters of Awami League - Supporters of BNP,Supporters of Awami League - Supporters of BNP,Shibganj sub-district,Shibganj upazila,24.685009,88.15638,Bangladesh,Asia,0
133217,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo Central Prison,vicinity of the central prison of Aleppo,36.295833,37.200556,Syria,Middle East,0
128412,2013,Syria: Government,Government of Syria - Syrian insurgents,Saqirjah village,Saqarja,34.517407,36.502271,Syria,Middle East,1
125847,2013,Syria: Government,Government of Syria - Syrian insurgents,Nimr town,Namer,33.02225,36.02601,Syria,Middle East,1
58460,2013,India: Kashmir,Government of India - Kashmir insurgents,Srinagar town,"near Chanapora bridge in the outskirts of (Srinagar town).

Depending on bridge, this may be within the city rather than on the outskirts.

Yeah, Google maps makes it look like bridge is in city.",34.080399,74.82338299999998,India,Asia,0
125286,2013,Syria: Government,Government of Syria - Syrian insurgents,Moadamiyat al-Sham town,al-Mâ€™adamiya,33.46,36.19,Syria,Middle East,0
115871,2013,Government of Syria - Civilians,Government of Syria - Civilians,An Nabk town,Nabk,34.026275,36.732996,Syria,Middle East,2
132675,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Mukharram district,Mukharam,34.850570000000005,37.37688,Syria,Middle East,0
172569,2013,Thailand: Patani,Government of Thailand - Patani insurgents,Bo-ongo village,tambon Bo-ngor in Narathiwat's Ra-ngae district,6.17299,101.718255,Thailand,Asia,0
97995,2013,TTP - Civilians,TTP - Civilians,Nawagai town,Nawagai,34.74,71.53,Pakistan,Asia,3
132482,2013,Syria: Government,Government of Syria - Syrian insurgents,Homs town,besieged neighborhoods of Homs,34.726818,36.723391,Syria,Middle East,0
65727,2013,Iraq: Government,Government of Iraq - IS,BayjÄ« town,BayjÄ« town (south of),34.9307,43.493107,Iraq,Middle East,0
132662,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,al-Midan neighbuorhood,36.201241,37.161173,Syria,Middle East,1
125336,2013,Syria: Government,Government of Syria - Syrian insurgents,Sahem El Golan town,saham al jawlan,32.78258,35.93544,Syria,Middle East,1
130615,2013,Syria: Government,Government of Syria - Syrian insurgents,Abu Dali village,Abu Dalia Village,35.45056,36.90358,Syria,Middle East,0
7338,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Pasaband district,Pasaband district (Nurat area),33.590465,65.089241,Afghanistan,Asia,0
129900,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,ahr Abd Rabouh area at the outskirts of the city of Aleppo,36.201241,37.161173,Syria,Middle East,0
127058,2013,Syria: Government,Government of Syria - Syrian insurgents,Damascus city,al-Taqadum neighbourhood,33.513364,36.291575,Syria,Middle East,1
128794,2013,Syria: Government,Government of Syria - Syrian insurgents,Hamah town,Hama city,35.133333,36.75,Syria,Middle East,1
128959,2013,Syria: Government,Government of Syria - Syrian insurgents,Ash Shaykh Miskin town,al-Sheikh Muskin,32.829440000000005,36.15933,Syria,Middle East,1
126149,2013,Syria: Government,Government of Syria - Syrian insurgents,Kuweires military airbase,Kwers airport military,36.186944,37.583056,Syria,Middle East,1
115627,2013,Government of Syria - Civilians,Government of Syria - Civilians,Aziza village,Aziza Village,36.161389,37.191389,Syria,Middle East,10
126634,2013,Syria: Government,Government of Syria - Syrian insurgents,Tabneh town,Tebneih Town,32.993657,36.217347,Syria,Middle East,0
126851,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Hasakah governorate,Reef al-Hasaka,36.516667,40.9,Syria,Middle East,0
39555,2013,anti-Balaka - Civilians,anti-Balaka - Civilians,Bossangoa region,Bossangoa region,6.492629,17.455184,Central African Republic,Africa,8
127406,2013,Syria: Government,Government of Syria - Syrian insurgents,Deir ez Zor governorate,Western Reef Deir Izzor,35.166667,40.283333,Syria,Middle East,0
54318,2013,India: Government,Government of India - CPI-Maoist,"Mirtur town, Bhairamgarh sub-district",near Mirtur village under Bhairamgarh police station limits in Bijapur district of Chhattisgarh,18.891646,80.77976600000002,India,Asia,0
131160,2013,Syria: Government,Government of Syria - Syrian insurgents,Aqraba town,Aqraba,33.1089,36.00728,Syria,Middle East,1
128378,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Muzayrib town,Mzearib,32.71099,36.02742999999999,Syria,Middle East,2
131409,2013,Syria: Government,Government of Syria - Syrian insurgents,Hejeira suburb,Hejjera,33.441367,36.325514,Syria,Middle East,2
7100,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Chakah Joy village,Chaka Joy locality,32.787561,66.46761,Afghanistan,Asia,0
129511,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,bridge of Assan at the outskirts of the city of Aleppo,36.201241,37.161173,Syria,Middle East,0
126415,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,Tareeq al Bab and al-Sheikh Saâ€™eed neighbourhoods,36.201241,37.161173,Syria,Middle East,9
7196,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Bati Kot district,"Bati Kot district (Koddio, Khodam Pol, Niazo Kochiano and Takya Farmsi areas of)",34.290316,70.761085,Afghanistan,Asia,0
7319,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Hirat-Kandahar highway (Nahri Sarraj district),Nahri Sarraj district (on the Herat-Kandahar highway),31.657416,64.53143299999999,Afghanistan,Asia,0
130729,2013,Syria: Government,Government of Syria - Syrian insurgents,Road between Damascus and Homs,Damascus: Homs road,34.183381,36.766268,Syria,Middle East,0
129585,2013,Syria: Government,Government of Syria - Syrian insurgents,Marrat village,Merat,35.31407,40.23865,Syria,Middle East,3
178829,2013,Yemen (North Yemen): Government,Government of Yemen (North Yemen) - AQAP,DhamÄr town,DhamÄr town,14.542742,44.40514500000001,Yemen (North Yemen),Middle East,0
128654,2013,Syria: Government,Government of Syria - Syrian insurgents,Homs town,Waar neighborhood,34.726818,36.723391,Syria,Middle East,0
128709,2013,Syria: Government,Government of Syria - Syrian insurgents,Aziza village,village of Aziza,36.161389,37.191389,Syria,Middle East,0
131180,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Lataminah town,Lattamna,35.32149000000001,36.62292,Syria,Middle East,8
77148,2013,Gulf Cartel - Los Zetas,Gulf Cartel - Los Zetas,General Escobedo town,"Escobedo municipality, Monterrey Metropolitan area, Nuevo Leon",25.79516,-100.31461,Mexico,Americas,0
7543,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Shorabak district,"Shorabak district (Duch Gandri area (Wochgandir, Woch Kandar area))",30.179475,66.051232,Afghanistan,Asia,0
63714,2013,Indonesia: West Papua,Government of Indonesia - OPM,Aimas town,AIMAS,-0.956812,131.33508899999998,Indonesia,Asia,0
126518,2013,Syria: Government,Government of Syria - Syrian insurgents,Arbin town,Erbin,33.536111,36.366667,Syria,Middle East,0
7358,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Qadis district,Qadis district (Khotal-e-Khaki area),34.817972999999995,63.586809,Afghanistan,Asia,3
159926,2013,Syria: Islamic State,Government of Syria - IS,Western Deir ez Zor governorate,western Deir Ezzour countryside,34.97,39.55,Syria,Middle East,0
126345,2013,Syria: Government,Government of Syria - Syrian insurgents,Zafaraniya town,al-Zaâ€™farana village,34.894975,36.776743,Syria,Middle East,0
129790,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Jarba village,Jarba village,33.51683,36.53646,Syria,Middle East,0
63341,2013,NSCN-K - NSCN-K-K,NSCN-K - NSCN-K-K,Kohima town,"Officers Hill, which is probably a neighborhood in Kohima town",25.6701,94.1077,India,Asia,0
126742,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Haydariyah village,Haydareih,36.19581,37.4469,Syria,Middle East,4
159940,2013,Syria: Islamic State,Government of Syria - IS,Aleppo town,several parts of Aleppo,36.201241,37.161173,Syria,Middle East,45
46577,2013,LRA - Civilians,LRA - Civilians,"35 km north of Dungu, on the road between Limai and Kiliwa","35km N of Dungu, between Limay and Kiliwa",3.863493,28.675158000000003,Dem. Rep. of the Congo,Africa,1
130956,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Kabbas suburb,Kabbas Checkpoint,33.500278,36.334444,Syria,Middle East,0
126387,2013,Syria: Government,Government of Syria - Syrian insurgents,Kernaz town,around the Karnaz town,35.3896,36.4867,Syria,Middle East,0
49823,2013,Copts (Egypt) - Muslims (Egypt),Copts (Egypt) - Muslims (Egypt),Al Khusus town,Al Khusus town,30.152933,31.315013,Egypt,Middle East,0
127303,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,Marea,36.201241,37.161173,Syria,Middle East,2
73797,2013,Malaysia: Sabah,Government of Malaysia - Sultanate of Sulu,Sungai Bilis village,Kampung Sungai Bilis village (Sabah),5.197222,119.245277,Malaysia,Asia,1
61151,2013,CPI-Maoist - Civilians,CPI-Maoist - Civilians,"Bejangiwada town, Kalimela sub-district","Bejangwada area, nearby Tekguda jungle, probably under Motu area in Malkangiri District",18.139405,81.905612,India,Asia,2
128746,2013,Syria: Government,Government of Syria - Syrian insurgents,Umm Al Mayadin town,Umm Al-Mayathin,32.58441,36.18867,Syria,Middle East,0
126438,2013,Syria: Government,Government of Syria - Syrian insurgents,Ariha town,Aryha,35.812335,36.610978,Syria,Middle East,0
133365,2013,Syria: Government,Government of Syria - Syrian insurgents,Damascus city,outskirts of the camp Yarmouk,33.513364,36.291575,Syria,Middle East,0
159891,2013,Syria: Islamic State,Government of Syria - IS,Ar Raqqah town,eastern part of the vegetable market in al-Raqqa city,35.952829,39.007879,Syria,Middle East,4
61132,2013,CPI-Maoist - Civilians,CPI-Maoist - Civilians,"Jogipaluru town, Narayanpatna sub-district",Jogipalur village of Narayanpatna block in Koraput district,18.948045,83.163227,India,Asia,1
86053,2013,Buddhists (Myanmar) - Muslims (Myanmar),Buddhists (Myanmar) - Muslims (Myanmar),Okkan village,Oakkan town,23.466667,94.1,Myanmar (Burma),Asia,0
7471,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Khalbelagh village,Khalbala area,32.229496000000005,65.9823,Afghanistan,Asia,3
129312,2013,Syria: Government,Government of Syria - Syrian insurgents,Muhaymidah town,Mahimideh,35.44294,40.08619,Syria,Middle East,1
126696,2013,Syria: Government,Government of Syria - Syrian insurgents,Arbain village,Arbâ€™een village,35.353337,36.558242,Syria,Middle East,1
128898,2013,Syria: Government,Government of Syria - Syrian insurgents,Homs town,Granada,34.726818,36.723391,Syria,Middle East,2
128603,2013,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,Mayer,36.201241,37.161173,Syria,Middle East,0
132395,2013,Syria: Government,Government of Syria - Syrian insurgents,Mudayra village,Madyara,33.545390000000005,36.38615,Syria,Middle East,4
125331,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Hajar Al Aswad suburb,al hajar al aswad,33.464028000000006,36.304444,Syria,Middle East,0
65720,2013,Iraq: Government,Government of Iraq - IS,Al á¸¨illah town,Al á¸¨illah town,32.463671999999995,44.41963,Iraq,Middle East,0
126504,2013,Syria: Government,Government of Syria - Syrian insurgents,Damascus city,Jobar and Hajar Aswad,33.513364,36.291575,Syria,Middle East,7
7436,2013,Afghanistan: Government,Government of Afghanistan - Taleban,Shwak district,Shwak district,33.453563,69.376801,Afghanistan,Asia,0
129015,2013,Syria: Government,Government of Syria - Syrian insurgents,Naqqarin village,Nakkarin,36.2235,37.24693,Syria,Middle East,1
129405,2013,Syria: Government,Government of Syria - Syrian insurgents,Kamam village,Kemem,34.622083,36.614817,Syria,Middle East,0
125163,2013,Syria: Government,Government of Syria - Syrian insurgents,Al Muaddamiyah town,al muaddamiyah,33.74154,36.6422,Syria,Middle East,0
48328,2013,"Bafulero - Banyamulenge, Barundi","Bafulero - Banyamulenge, Barundi",Mutarule village,Mutarule,-2.99,29.11,Dem. Rep. of the Congo,Africa,8
125334,2013,Syria: Government,Government of Syria - Syrian insurgents,Ras Al Maarra village,ras al maara,33.997173,36.559192,Syria,Middle East,0
58456,2013,India: Kashmir,Government of India - Kashmir insurgents,Rajouri district,Keri Sector in Rajouri,33.25,74.25,India,Asia,0
7849,2014,Afghanistan: Government,Government of Afghanistan - Taleban,Dawan village,"Lowar Wadan area, Shahidi Hossas District, Urozgan Province",32.9342,65.6083,Afghanistan,Asia,0
141432,2014,Syria: Government,Government of Syria - Syrian insurgents,Aleppo International airport,Aleppo: Neirab,36.180556,37.224167,Syria,Middle East,0
39633,2014,anti-Balaka - Civilians,anti-Balaka - Civilians,Bossangoa town,Bossangoa town,6.492629,17.455184,Central African Republic,Africa,4
61157,2014,CPI-Maoist - Civilians,CPI-Maoist - Civilians,"Balipeta village, Narayanpatana sub-district",at Balipeta village in Koraput District.,18.863231,83.12246999999998,India,Asia,1
171708,2014,"Baz al-Islamiya, Dawn of Freedom Brigades, Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Liwa al-Sultan Murad, Majd al-Sham - IS","Baz al-Islamiya, Dawn of Freedom Brigades, Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Liwa al-Sultan Murad, Majd al-Sham - IS",Tall Battal Sharqi village,"the vicinity of the town of Alrai and In the villages of Tel Shaer north of Khalftali, tal bital and Tal Rahal and the intersection of Abla and Zaydiyah",36.499722,37.439444,Syria,Middle East,0
96763,2014,Pakistan: Government,Government of Pakistan - TTP,Sandapal town,Sandapal area,33.825702,70.848035,Pakistan,Asia,0
98034,2014,TTP - Civilians,TTP - Civilians,Peshawar district,Peshawar district,33.985119,71.557837,Pakistan,Asia,1
160244,2014,Syria: Islamic State,Government of Syria - IS,Dabiq town,"The town of Dabak, controlled by the ""Islamic State",36.538648,37.267985,Syria,Middle East,12
138519,2014,Syria: Government,Government of Syria - Syrian insurgents,Harbul village,village of Harbel,36.4325,37.16519,Syria,Middle East,3
139291,2014,Syria: Government,Government of Syria - Syrian insurgents,Shir village,"cheir, Western suburbs of Hama",35.19328,36.6215,Syria,Middle East,0
8805,2014,Afghanistan: Government,Government of Afghanistan - Taleban,Salar village,on Kabul-Kandahar highway in Salar area of Saydabad district,33.904587,68.66888399999999,Afghanistan,Asia,3
139385,2014,Syria: Government,Government of Syria - Syrian insurgents,Qumhanah town,Qumhanah town,35.19751,36.73367,Syria,Middle East,0
39677,2014,anti-Balaka - Civilians,anti-Balaka - Civilians,Bambari town,Bambari town (near) Peulh encampment near Bambari,5.765278,20.674167,Central African Republic,Africa,6
108873,2014,South Sudan: Government,Government of South Sudan - SPLM/A - IO,Adong Payam,"Adong Payam, Baliet county",9.22686,32.11046,South Sudan,Africa,0
135151,2014,Syria: Government,Government of Syria - Syrian insurgents,Hezzeh suburb,between Hazze and Kafrbatna,33.521311,36.364316,Syria,Middle East,1
179022,2014,Yemen (North Yemen): Government,Government of Yemen (North Yemen) - AQAP,Åžurm al ManÄsiá¸© village,al-Manasseh village (area),14.579762,44.750219,Yemen (North Yemen),Middle East,0
78649,2014,Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction,Gulf Cartel - Dragones de Sheyla faction - Gulf Cartel - Los Fresitas faction,Tampico town,"port city of Tampico
state of Tamaulipas",22.278170000000006,-97.86772,Mexico,Americas,0
160337,2014,Syria: Islamic State,Government of Syria - IS,Hawijat Saqr island,between the areas of Hatala and Hawija Sukkar,35.31767,40.17616,Syria,Middle East,9
160475,2014,Syria: Islamic State,Government of Syria - IS,Deir ez Zor town,Rashidiya district of Deir al-Zour earlier.,35.335876,40.140844,Syria,Middle East,0
93848,2014,India - Pakistan,Government of India - Government of Pakistan,Shakargarh town,in Shakargarh,32.262316,75.166825,Pakistan,Asia,1
140785,2014,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,"area in Al-Qalaji Square on Nile Street, Aleppo",36.201241,37.161173,Syria,Middle East,3
140403,2014,Syria: Government,Government of Syria - Syrian insurgents,Maarat al-Numaan town,city of Ma'arat al-Nu'man.,35.648379,36.676019,Syria,Middle East,2
139600,2014,Syria: Government,Government of Syria - Syrian insurgents,Marea town,Aleppo: Mare,36.48259,37.19709,Syria,Middle East,0
68463,2014,IS - Civilians,IS - Civilians,SamrÄâ€™ town,"Samra town, east of Tikrit",34.743834,43.660216,Iraq,Middle East,4
105188,2014,Somalia: Government,Government of Somalia - Al-Shabaab,Garbahare district,southern Somali town of Tuulo Barwaaqo,3.22,42.3,Somalia,Africa,0
158634,2014,IS - PYD,IS - PYD,Ayn al Arab district,"in the eastern countryside of the city of Ain Arab ""Kubani"",",36.602237,38.348162,Syria,Middle East,0
159619,2014,"IS - Islamic Front, Mujahideen Army, SRF","IS - Islamic Front, Mujahideen Army, SRF",Akhtarin town,Akhtreen,36.512514,37.33446,Syria,Middle East,2
172650,2014,Thailand: Patani,Government of Thailand - Patani insurgents,Yala town,"Yala town, Siroros Road",6.539946,101.281284,Thailand,Asia,0
176063,2014,Ukraine: Donetsk,Government of Ukraine - DPR,Donets Basin Area,Donets basin area,48.15,38.65,Ukraine,Europe,1
160063,2014,Syria: Islamic State,Government of Syria - IS,Muh Hasan town,city of Mu Hassan,35.23349,40.3166,Syria,Middle East,20
136433,2014,Syria: Government,Government of Syria - Syrian insurgents,Marayan town,village of Mar'ayan,35.74032000000001,36.56406,Syria,Middle East,0
8216,2014,Afghanistan: Government,Government of Afghanistan - Taleban,Shindand district,Shindand district,33.244188,62.359647,Afghanistan,Asia,9
171582,2014,"Authenticity and Development Front, Islamic Front, Jabhat Fateh al-Sham - IS","Authenticity and Development Front, Islamic Front, Jabhat Fateh al-Sham - IS",Tabiyah Jazeerah town,"Tabiya jazirat in the eastern countryside of Deir al-Zour,",35.274514,40.319046,Syria,Middle East,0
138879,2014,Syria: Government,Government of Syria - Syrian insurgents,Eastern Ghouta,Kalamoun and Eastern Ghouta and Malha,33.5,36.44,Syria,Middle East,0
141165,2014,Syria: Government,Government of Syria - Syrian insurgents,Homs â€“ Salamiyah road in the southeastern countryside of á¸¨amÄh,"road between the cities of Homs and Salameh, Hama Governorate",34.97,37.03,Syria,Middle East,0
137203,2014,Syria: Government,Government of Syria - Syrian insurgents,Al Lataminah town,Al-Latamneh town.,35.32149000000001,36.62292,Syria,Middle East,3
140890,2014,Syria: Government,Government of Syria - Syrian insurgents,Izra bridge,bridge of the town [of Azraa],32.845159,36.214426,Syria,Middle East,0
176348,2014,Ukraine: Donetsk,Government of Ukraine - DPR,Chervonosilske village,near In the area of Chervonosilske village,47.822086,38.226669,Ukraine,Europe,0
134090,2014,Syria: Government,Government of Syria - Syrian insurgents,Al Husn town,Between Al Zara bridge and al Husen village,34.757723,36.297013,Syria,Middle East,0
135286,2014,Syria: Government,Government of Syria - Syrian insurgents,Ghabaghib town,Ghabaghib,33.182140000000004,36.22527,Syria,Middle East,0
179005,2014,Yemen (North Yemen): Government,Government of Yemen (North Yemen) - AQAP,Tuban district,Tuban district (Tibn area),13.017515,44.824578,Yemen (North Yemen),Middle East,0
140395,2014,Syria: Government,Government of Syria - Syrian insurgents,Hreitan town,Hreitan in the northern countryside of Aleppo,36.287,37.0833,Syria,Middle East,1
134671,2014,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,Qastal Harami,36.201241,37.161173,Syria,Middle East,0
176084,2014,Ukraine: Donetsk,Government of Ukraine - DPR,Karlivka village,Karlivka village,48.1111,37.4884,Ukraine,Europe,0
138318,2014,Syria: Government,Government of Syria - Syrian insurgents,Jisr ash Shughur town,Jisr al-Shughour area,35.81426,36.32062,Syria,Middle East,0
133864,2014,Syria: Government,Government of Syria - Syrian insurgents,Kafr Nabudah town,Kafr Nabudah,35.43175,36.49354,Syria,Middle East,0
133575,2014,Syria: Government,Government of Syria - Syrian insurgents,Yalda town,Damascus Suburbs: Yalda,33.46397,36.32075,Syria,Middle East,3
98792,2014,Government of Peru - Civilians,Government of Peru - Civilians,Mazuco town,"Mazuco, Madre de Dios",-13.097472,-70.368262,Peru,Americas,1
137046,2014,Syria: Government,Government of Syria - Syrian insurgents,Rif Dimashq governorate,"Aleppo, Damascus countryside, Latakia and Idlib provinces",33.5,37.383333,Syria,Middle East,0
135729,2014,Syria: Government,Government of Syria - Syrian insurgents,Aleppo town,"Seif El-Dawla, Aleppo",36.201241,37.161173,Syria,Middle East,0
69695,2014,Israel: Palestine,Government of Israel - Hamas,Khan Younis refugee camp,Khan Yunis R.C.,31.349291,34.293358000000005,Israel,Middle East,1
168548,2014,Euphrates Vulcano - IS,Euphrates Vulcano - IS,Kobane/Ayn al Arab town,"eastern part and the southern front of the city of Ain Arab ""Kubani""",36.890952,38.353471,Syria,Middle East,0
108890,2014,South Sudan: Government,Government of South Sudan - SPLM/A - IO,Malakal town,Malakal,9.53342,31.66048,South Sudan,Africa,0
100988,2014,CPP - Civilians,CPP - Civilians,Tayak village,"Mainit sub-village, Tayak barangay, Siaton township, Negros Oriental",9.116293,123.079441,Philippines,Asia,0
158636,2014,IS - PYD,IS - PYD,Sheikh Barhu village,"â€‹â€‹Sheikh Barhu, western countryside of the city of Ain Arab ""Kubani""",36.689044,38.201523,Syria,Middle East,0
90313,2014,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,Damaturu-Maiduguri road,along the Maiduguri-Damaturu highway,11.82208,12.598166,Nigeria,Africa,9
8503,2014,Afghanistan: Government,Government of Afghanistan - Taleban,Guzara town (Sar Jangal),Sarjangal area of Gozara District in Herat Province,34.2054,62.2232,Afghanistan,Asia,0
112583,2014,Sudan: Government,Government of Sudan - SRF,Deribat town,Deribat in East Jebel Marra,13.08091,24.51944,Sudan,Africa,3
73691,2014,ASL - LNA,ASL - LNA,Benghazi town,Benghazi town,32.117664000000005,20.129275,Libya,Africa,5
8686,2014,Afghanistan: Government,Government of Afghanistan - Taleban,Spin Boldak district,Spin Boldak District (Trekh Nawar locality of),30.987916,66.169753,Afghanistan,Asia,3
105210,2014,Somalia: Government,Government of Somalia - Al-Shabaab,Qoryoley district,outskirts of Qoryooley District in southern Lower Shabeelle Region,1.7833330000000005,44.533333,Somalia,Africa,0
136647,2014,Syria: Government,Government of Syria - Syrian insurgents,Qahtaniyeh town,vicinity of the town of Qahtaniya,33.10743,35.836185,Syria,Middle East,0
137777,2014,Syria: Government,Government of Syria - Syrian insurgents,Kafr Naya town,village of Kafrnaya.,36.4201,37.07461,Syria,Middle East,0
135531,2014,Syria: Government,Government of Syria - Syrian insurgents,Arbin town,Arbin,33.536111,36.366667,Syria,Middle East,3
140704,2014,Syria: Government,Government of Syria - Syrian insurgents,Sahl al Ghab plain,Al-Ghab Plain,35.63,36.35,Syria,Middle East,1
133456,2014,Syria: Government,Government of Syria - Syrian insurgents,Arbin town,Erbeen,33.536111,36.366667,Syria,Middle East,0
112544,2014,Sudan: Government,Government of Sudan - SRF,Abu Jabaiha town,"near Abu Jubaiha 
South Kordofan
in the north of the state",11.4562,31.2285,Sudan,Africa,0
40103,2014,UPC - Civilians,UPC - Civilians,Bouroumou village,Bormou village,5.100817,20.411378,Central African Republic,Africa,3
140200,2014,Syria: Government,Government of Syria - Syrian insurgents,Mount Durin,"vicinity of Dorin hill in al Akrad mountain, Lattakia Province",35.66416599999999,36.146666,Syria,Middle East,0
159582,2014,"IS - Islamic Front, Mujahideen Army, SRF","IS - Islamic Front, Mujahideen Army, SRF",Kafr Hamrah village,Karf Hamrah,36.2526,37.0791,Syria,Middle East,0
178375,2014,Government of Venezuela - Civilians,Government of Venezuela - Civilians,Sarare town,"Sarare, Lara",9.78129,-69.1633,Venezuela,Americas,0
112054,2014,Ma'aliyah - Rizeigat Baggara,Ma'aliyah - Rizeigat Baggara,Adila district,localities of Adilla and Abu Jabra (East Darfur),11.33949,27.00182,Sudan,Africa,0
133428,2014,Syria: Government,Government of Syria - Syrian insurgents,Daraa town,Daraa al-Balad and Dara: Mahatta,32.61889,36.10213,Syria,Middle East,0
8288,2014,Afghanistan: Government,Government of Afghanistan - Taleban,Highway between Marja town and Lashkargah town (Nad Ali district),"Parchawa locality of Qari Sada area, Marja district",31.53468,64.240222,Afghanistan,Asia,1
159568,2014,"IS - Islamic Front, Mujahideen Army, SRF","IS - Islamic Front, Mujahideen Army, SRF",Hreitan town,Hreitan,36.287,37.0833,Syria,Middle East,0
