,year,country_origin,recognized_decisions,complementary_protection,rejected,otherwise_closed,total_decisions,disaster_deaths,disaster_affected,conflict_deaths
935,2019,Ethiopia,4622,399,9811,10894,25726,0,0,111
936,2019,Guinea,2805,630,14963,3982,22380,0,0,1
937,2019,Haiti,1927,128,10010,1353,13418,6,1325,1
938,2019,India,2967,113,12161,4837,19746,84,20130450,158
939,2019,Indonesia,191,5,1241,246,1087,429,835774,3
940,2019,Iran,0,0,0,0,0,0,0,240
941,2019,Iraq,15552,6158,29662,61045,112417,0,0,88
942,2019,Israel,57,0,82,54,193,0,0,36
943,2019,Kenya,375,22,922,932,2251,213,237306,34
944,2019,Kingdom of eSwatini (Swaziland),0,0,0,0,0,0,0,1
945,2019,Liberia,210,31,770,490,1501,0,0,0
946,2019,Libya,997,1520,1295,1594,5406,0,0,267
947,2019,Madagascar (Malagasy),0,0,0,0,0,0,0,3
948,2019,Mali,1566,828,8177,845,11416,0,0,528
949,2019,Mexico,2764,0,17899,8084,28747,3,1200,28
950,2019,Mozambique,18,0,114,238,370,648,1901594,321
951,2019,Myanmar (Burma),0,0,0,0,0,0,0,84
952,2019,Niger,265,99,407,268,1039,0,0,163
953,2019,Nigeria,6850,1804,39046,25870,73565,0,0,471
954,2019,Pakistan,7554,1469,30748,10834,50384,216,131444,93
955,2019,Papua New Guinea,75,0,179,10,264,2,350,0
956,2019,Peru,293,52,2779,261,3385,17,4300,2
957,2019,Philippines,69,20,3797,591,1374,0,0,54
958,2019,Russia (Soviet Union),0,0,0,0,0,0,0,0
959,2019,Rwanda,1562,5,1113,715,3395,0,0,0
960,2019,Saudi Arabia,482,15,163,137,797,0,0,1
961,2019,Somalia,19797,3182,7065,14543,44587,23,530000,265
962,2019,South Africa,102,20,801,183,1106,4,20,1
963,2019,South Sudan,14255,52,65,1068,15440,3,234800,150
964,2019,Sri Lanka,1878,266,7294,1659,10694,1,136607,226
965,2019,Sudan,11038,1097,4916,6469,23520,0,0,181
966,2019,Syria,0,0,0,0,0,0,0,2453
967,2019,Tajikistan,297,112,1358,961,2728,4,6750,0
968,2019,Tanzania,0,0,0,0,0,0,0,6
969,2019,Thailand,25,0,1304,435,1764,7,720885,13
970,2019,Togo,215,51,1267,421,1954,0,0,1
971,2019,Tunisia,128,33,2296,1121,3578,0,0,1
972,2019,Turkey,14628,598,11918,8909,35000,19,16743,20
973,2019,Uganda,771,10,1342,1063,3186,127,139553,2
974,2019,Ukraine,6158,1240,11940,5472,24810,0,0,15
975,2019,United Kingdom,0,0,0,0,0,0,0,3
976,2019,Venezuela,0,0,0,0,0,0,0,77
977,2019,Yemen (North Yemen),0,0,0,0,0,0,0,151
978,2019,Zimbabwe (Rhodesia),0,0,0,0,0,0,0,8
979,2020,Afghanistan,22059,27063,33397,30183,112724,323,51817,1644
980,2020,Algeria,439,117,5925,2996,9495,0,0,0
981,2020,Angola,301,134,2198,580,3227,30,10600,5
982,2020,Armenia,179,351,4990,2199,7719,0,0,5
983,2020,Austria,0,0,5,5,10,0,0,4
984,2020,Azerbaijan,453,96,2707,2257,5550,0,0,134
985,2020,Bangladesh,3352,556,15419,3564,22907,26,2600000,4
986,2020,Brazil,257,54,1872,612,2804,12,1119,17
987,2020,Burkina Faso,229,107,511,241,1111,0,0,554
988,2020,Burundi,6525,25,844,5375,12786,2,5000,83
989,2020,Cameroon,2241,288,4406,2073,9034,0,0,429
990,2020,Central African Republic,0,0,0,0,0,0,0,88
991,2020,Chad,398,59,904,532,1938,0,0,29
992,2020,Colombia,3085,439,42815,2493,48890,55,228169,12
993,2020,Congo,350,60,1309,265,1995,0,0,0
994,2020,Dem. Rep. of the Congo,20282,427,9250,4413,34423,13,35422,2215
995,2020,Egypt,1656,131,4899,2472,9175,40,20400,61
996,2020,Ethiopia,6948,1209,8272,11269,27731,0,0,2929
997,2020,Guinea,3140,536,12434,2959,19019,0,0,0
998,2020,Haiti,1314,828,8606,1900,12665,0,0,128
999,2020,Honduras,8308,143,13474,5550,27512,129,5145784,0
1000,2020,India,1736,66,7450,3544,12820,117,18163350,143
1001,2020,Indonesia,70,0,925,255,1250,30,95962,2
1002,2020,Iran,0,0,0,0,0,0,0,205
1003,2020,Iraq,14619,4978,25080,36620,81323,0,0,82
1004,2020,Israel,5,0,48,50,103,0,0,2
1005,2020,Kenya,332,10,552,684,1586,0,0,39
1006,2020,Kingdom of eSwatini (Swaziland),0,0,0,0,0,0,0,1
1007,2020,Lebanon,336,120,2055,1401,3950,0,0,1
1008,2020,Liberia,133,41,494,354,1044,0,0,2
1009,2020,Libya,903,1238,895,1232,4268,0,0,126
1010,2020,Madagascar (Malagasy),0,0,0,0,0,0,0,23
1011,2020,Mali,1791,724,4849,560,7922,0,0,515
1012,2020,Mauritania,420,15,1857,102,2415,0,0,0
1013,2020,Mexico,1615,5,9163,4389,15172,16,27893,111
1014,2020,Morocco,521,159,4785,4167,9634,0,0,0
1015,2020,Mozambique,120,18,49,20,207,0,0,769
1016,2020,Myanmar (Burma),0,0,0,0,0,0,0,134
1017,2020,Niger,61,26,316,126,529,0,0,291
1018,2020,Nigeria,6015,1780,22477,47685,78158,0,0,571
1019,2020,Pakistan,5032,1192,28292,8647,43264,173,1004940,62
1020,2020,Peru,253,91,5356,195,5938,30,6474,0
1021,2020,Philippines,54,5,748,277,1084,0,0,37
1022,2020,Russia (Soviet Union),0,0,0,0,0,0,0,1
1023,2020,Saudi Arabia,352,16,76,93,544,0,0,0
1024,2020,Senegal,626,168,4801,734,6293,0,0,0
1025,2020,Somalia,11396,3164,5720,5877,26220,15,311000,254
1026,2020,South Africa,47,15,591,183,873,13,410,5
1027,2020,South Sudan,3537,67,64,508,4176,0,0,89
1028,2020,Sudan,9752,588,5255,4396,20009,0,0,66
1029,2020,Syria,0,0,0,0,0,0,0,725
1030,2020,Tanzania,0,0,0,0,0,0,0,35
1031,2020,Thailand,15,5,1194,252,1466,36,1006582,1
1032,2020,Tunisia,140,26,2147,963,3276,6,40000,1
1033,2020,Turkey,12299,782,9971,8914,32013,217,87532,13
1034,2020,Ukraine,5537,1159,10126,4326,21199,16,1968,20
1035,2020,United Kingdom,0,0,0,0,0,0,0,0
1036,2020,Venezuela,0,0,0,0,0,0,0,3
1037,2020,Yemen (North Yemen),0,0,0,0,0,0,0,523
1038,2020,Zimbabwe (Rhodesia),0,0,0,0,0,0,0,2
1039,2021,Afghanistan,36305,29540,19365,44083,129293,376,35033,1724
1040,2021,Algeria,618,139,4879,5194,10830,10,2500,5
1041,2021,Angola,540,262,3625,356,4783,22,9937,13
1042,2021,Armenia,211,210,3499,2101,6021,0,0,0
1043,2021,Azerbaijan,513,125,2358,1422,4418,0,0,12
1044,2021,Bangladesh,2244,1134,22490,8844,34712,3,1300000,1
1045,2021,Bolivia,0,0,0,0,0,0,0,0
1046,2021,Brazil,361,108,1727,1171,3367,3,2643,30
1047,2021,Burkina Faso,2571,179,701,263,3714,0,0,471
1048,2021,Burundi,4734,10,977,3946,9667,0,0,66
1049,2021,Cameroon,1949,336,4414,2459,9158,0,0,245
1050,2021,Central African Republic,0,0,0,0,0,0,0,399
1051,2021,Chad,610,70,1717,443,2840,0,0,22
1052,2021,Colombia,5404,389,24760,1413,31966,20,10,5
1053,2021,Dem. Rep. of the Congo,22884,604,12428,5061,40977,237,291066,2326
1054,2021,Djibouti,181,5,193,46,425,0,0,0
1055,2021,Egypt,2130,190,5510,2215,10045,0,0,26
1056,2021,Ethiopia,3835,749,5864,6817,17265,0,0,4288
1057,2021,Guinea,4380,732,13100,4289,22501,0,0,0
1058,2021,Haiti,2987,1052,10013,6960,21012,2582,716143,85
1059,2021,Honduras,17175,168,10734,14732,42809,0,0,0
1060,2021,India,2241,87,11666,3479,17473,303,2509348,90
1061,2021,Indonesia,84,5,575,213,877,463,644717,7
1062,2021,Iran,0,0,0,0,0,0,0,22
1063,2021,Iraq,13700,5027,24388,26232,69347,14,7500,201
1064,2021,Israel,144,5,95,69,313,0,0,155
1065,2021,Kenya,391,34,749,491,1665,0,0,27
1066,2021,Kingdom of eSwatini (Swaziland),0,0,0,0,0,0,0,46
1067,2021,Kyrgyzstan,183,30,712,255,1180,0,0,30
1068,2021,Libya,642,1034,1105,1335,4116,0,0,0
1069,2021,Mali,3784,2583,3970,1394,11731,0,0,246
1070,2021,Mexico,2249,10,8360,7110,17729,34,26695,110
1071,2021,Morocco,603,265,6239,3577,10684,0,0,3
1072,2021,Mozambique,5,5,116,15,141,11,481901,346
1073,2021,Myanmar (Burma),0,0,0,0,0,0,0,790
1074,2021,Niger,104,57,384,1892,2437,0,0,651
1075,2021,Nigeria,6196,2379,28654,11185,48414,4,830,276
1076,2021,Pakistan,5290,2491,26596,12827,47204,49,64225,49
1077,2021,Papua New Guinea,32,0,10,0,42,0,0,0
1078,2021,Peru,395,293,5517,226,6431,11,13875,2
1079,2021,Philippines,56,22,631,420,1129,0,0,27
1080,2021,Russia (Soviet Union),0,0,0,0,0,0,0,0
1081,2021,Saudi Arabia,239,0,60,91,390,0,0,5
1082,2021,Senegal,675,419,5549,1038,7681,0,0,0
1083,2021,Somalia,14711,3633,7043,7761,33148,0,0,245
1084,2021,South Africa,199,15,438,131,783,27,12037,1
1085,2021,South Sudan,2725,32,74,576,3407,0,0,51
1086,2021,Sudan,6006,709,5113,9432,21260,0,0,110
1087,2021,Syria,0,0,0,0,0,0,0,403
1088,2021,Tajikistan,185,72,1016,736,2009,5,100,3
1089,2021,Tanzania,0,0,0,0,0,0,0,12
1090,2021,Thailand,10,5,1328,429,1772,0,0,5
1091,2021,Tunisia,240,341,3385,1448,5414,0,0,5
1092,2021,Turkey,12665,682,15018,8064,36429,9,561088,0
1093,2021,Uganda,898,15,917,677,2507,0,0,7
1094,2021,Ukraine,4389,1151,9728,2364,17632,1,1700,18
1095,2021,Venezuela,0,0,0,0,0,0,0,19
1096,2021,Yemen (North Yemen),0,0,0,0,0,0,0,529
