Unnamed: 0,year,country_origin,country_asylum,share_borders,female_0to4,female_5to11,female_12to17,female_18to59,female_60,female_other,Female total,male_0to4,male_5to11,male_12to17,male_18to59,unknown_demographic,male_60,male_other,Male total,total,recognized_decisions,complementary_protection,rejected,otherwise_closed,total_decisions
55676,2020,Iraq,Germany,0,5184,11261,7783,35112,2742,0,62082,5530,12284,8851,54973,79,2210,0,83848,146009,4514.0,2623.0,8354.0,12021.0,27512.0
52213,2019,Iraq,Germany,0,5052,10922,7208,33829,2556,0,59567,5465,12041,8511,53943,0,2123,0,82083,141650,5292.0,3288.0,13943.0,11960.0,34483.0
48794,2018,Iraq,Germany,0,5400,9889,6568,32328,2415,0,56600,5606,10999,8172,53058,0,2028,0,79863,136463,4955.0,3236.0,15214.0,12802.0,36207.0
45442,2017,Iraq,Germany,0,5931,8961,5798,30410,2257,0,53357,6379,10076,7967,50977,0,1884,0,77283,130640,24819.0,16368.0,26871.0,13698.0,81756.0
8205,2004,Iraq,Iran (Islamic Rep. of),1,2925,3984,12464,19137,1696,0,40206,3179,4308,13372,30330,0,1778,0,52967,93173,,,,,
42151,2016,Iraq,Germany,0,3975,5743,3547,20261,1600,0,35126,4364,6374,4722,34109,0,1350,0,50919,86045,36826.0,11375.0,14661.0,7605.0,70467.0
5754,2003,Iraq,Germany,0,0,0,0,0,0,0,0,0,0,0,0,73489,0,0,0,73489,540.0,30.0,4704.0,685.0,5959.0
3353,2002,Iraq,Germany,0,0,0,0,0,0,0,0,0,0,0,0,72697,0,0,0,72697,2892.0,71.0,8323.0,1153.0,12439.0
8199,2004,Iraq,Germany,0,0,0,0,0,0,0,0,0,0,0,0,68071,0,0,0,68071,38.0,51.0,3329.0,570.0,3988.0
29792,2012,Iraq,Jordan,1,2659,4428,3116,17547,3551,0,31301,2753,4540,3444,18360,0,2639,0,31736,63037,680.0,0.0,420.0,461.0,1561.0
15814,2007,Iraq,Iran (Islamic Rep. of),1,0,0,0,0,0,24986,24986,0,0,0,0,0,0,32428,32428,57414,0.0,5.0,0.0,148.0,153.0
32731,2013,Iraq,Jordan,1,2288,3958,2831,15320,3088,0,27485,2434,4061,3122,16017,0,2390,0,28024,55509,2117.0,0.0,277.0,800.0,3194.0
13213,2006,Iraq,Iran (Islamic Rep. of),1,1916,6601,475,11934,705,0,21631,2041,7153,5307,16703,0,1189,0,32393,54024,32.0,0.0,10.0,20.0,62.0
10677,2005,Iraq,Iran (Islamic Rep. of),1,1665,2331,7294,11137,1028,0,23455,1721,2487,7724,17535,0,1078,0,30545,54000,5.0,0.0,0.0,13.0,18.0
10671,2005,Iraq,Germany,0,0,0,0,0,0,0,0,0,0,0,0,52922,0,0,0,52922,64.0,17.0,1609.0,500.0,2190.0
38924,2015,Iraq,Germany,0,2154,2821,2009,11999,1253,0,20236,2303,3056,2585,22151,0,1065,0,31160,51396,14538.0,385.0,167.0,2586.0,17676.0
24025,2010,Iraq,Germany,0,1520,3136,2614,11042,929,0,19241,1633,3417,2959,22331,0,851,0,31191,50432,3305.0,129.0,2486.0,644.0,6564.0
15822,2007,Iraq,Lebanon,0,447,439,338,1621,62,0,2907,504,470,437,5422,40183,77,0,6910,50000,23.0,2268.0,24.0,55.0,2370.0
18495,2008,Iraq,Lebanon,0,435,438,323,1692,85,0,2973,522,480,415,5763,39755,92,0,7272,50000,0.0,0.0,5.0,75.0,80.0
21231,2009,Iraq,Lebanon,0,443,433,336,1596,113,0,2921,492,521,378,4317,41258,113,0,5821,50000,5.0,0.0,19.0,58.0,82.0
29783,2012,Iraq,Germany,0,1570,3169,2492,11233,1101,0,19565,1643,3351,2796,21509,0,965,0,30264,49829,2657.0,123.0,1437.0,409.0,4626.0
45833,2017,Myanmar,Bangladesh,1,72318,87151,54987,187808,14109,0,416373,74752,92318,55836,147192,133054,12679,0,382777,932204,,,,,
59635,2021,Myanmar,Bangladesh,1,74275,99810,60660,223655,14501,0,472901,77459,103520,66043,180599,0,18376,0,445997,918898,,,,,
49199,2018,Myanmar,Bangladesh,1,82740,99365,61262,214253,15903,0,473523,85552,104771,61847,166840,0,14102,0,433112,906635,,,,,
56081,2020,Myanmar,Bangladesh,1,67019,95390,56609,214409,14042,0,447469,69573,99047,61047,171825,0,17557,0,419049,866518,5.0,0.0,0.0,0.0,5.0
52618,2019,Myanmar,Bangladesh,1,79323,87875,57549,203374,13420,0,441541,82334,91657,60385,162241,0,16606,0,413223,854764,,,,,
42542,2016,Myanmar,Bangladesh,1,254,446,352,1019,46,0,2117,284,446,363,726,272211,51,0,1870,276198,,,,,
36129,2014,Myanmar,Bangladesh,1,277,518,376,1152,58,0,2381,295,533,375,888,227927,63,0,2154,232462,,,,,
39307,2015,Myanmar,Bangladesh,1,272,514,401,1096,54,0,2337,298,519,396,789,227552,57,0,2059,231948,0.0,0.0,5.0,5.0,10.0
33069,2013,Myanmar,Bangladesh,1,298,505,386,964,43,0,2196,314,510,372,751,226935,47,0,1994,231125,16.0,0.0,0.0,0.0,16.0
30124,2012,Myanmar,Bangladesh,1,314,478,375,903,44,0,2114,319,493,367,737,226598,46,0,1962,230674,5.0,0.0,0.0,0.0,5.0
27226,2011,Myanmar,Bangladesh,1,281,449,352,851,39,0,1972,281,471,344,717,225819,40,0,1853,229644,0.0,0.0,5.0,0.0,5.0
24346,2010,Myanmar,Bangladesh,1,314,448,319,798,38,0,1917,321,462,306,682,225500,38,0,1809,229226,11.0,0.0,5.0,0.0,16.0
21529,2009,Myanmar,Bangladesh,1,2642,3410,2300,6119,256,0,14727,2664,3534,2217,5151,200000,264,0,13830,228557,18.0,0.0,15.0,0.0,33.0
33096,2013,Myanmar,Thailand,1,2720,3980,3047,11614,1339,0,22700,2826,4104,3057,10844,90628,1317,0,22148,135476,968.0,0.0,0.0,89.0,1057.0
13526,2006,Myanmar,Thailand,1,9163,12045,10031,31142,2622,0,65003,9748,12530,10478,32020,0,2462,0,67238,132241,19.0,15762.0,129.0,1438.0,17348.0
36161,2014,Myanmar,Thailand,1,4052,6388,5451,19093,2035,0,37019,4221,6673,5533,18424,55101,1892,0,36743,128863,740.0,0.0,0.0,310.0,1050.0
16139,2007,Myanmar,Thailand,1,8684,11275,9349,29549,2555,0,61412,9268,11670,9761,30034,0,2417,0,63150,124562,5.0,2657.0,0.0,2673.0,5335.0
8499,2004,Myanmar,Thailand,1,7445,10922,9358,28815,2162,0,58702,7845,11451,9814,30769,0,2233,0,62112,120814,2695.0,0.0,486.0,394.0,3575.0
59650,2021,Myanmar,Malaysia,0,5769,7898,2786,21810,490,0,38753,6266,8150,3296,63219,0,914,0,81845,120598,1843.0,0.0,10.0,0.0,1853.0
56094,2020,Myanmar,Malaysia,0,7162,6419,2698,21478,496,0,38253,7655,6659,3182,62912,0,917,0,81325,119578,3068.0,0.0,45.0,2238.0,5351.0
52632,2019,Myanmar,Malaysia,0,8297,5206,2626,21107,465,0,37701,8763,5489,3226,63222,0,830,0,81530,119231,12981.0,0.0,459.0,860.0,14300.0
6047,2003,Myanmar,Thailand,1,7170,10689,9161,28409,2074,0,57503,7485,11325,9707,30576,0,2166,0,61259,118762,657.0,0.0,161.0,758.0,1576.0
10983,2005,Myanmar,Thailand,1,8447,10871,9318,26804,2224,0,57664,8973,11430,9798,26448,0,2186,0,58835,116499,347.0,14619.0,108.0,109.0,15183.0
49214,2018,Myanmar,Malaysia,0,7914,4597,2455,20829,477,0,36272,8587,4742,3210,60649,0,767,0,77955,114227,19597.0,0.0,8953.0,3129.0,31679.0
3633,2002,Myanmar,Thailand,1,7482,10112,8668,26219,1861,0,54342,7762,10802,9259,28158,0,1915,0,57896,112238,455.0,0.0,465.0,300.0,1220.0
18822,2008,Myanmar,Thailand,1,7696,10185,8261,26723,2463,0,55328,8179,10504,8638,26499,0,2407,0,56227,111555,760.0,0.0,150.0,40.0,950.0
1323,2001,Myanmar,Thailand,1,7472,10132,8684,25270,1808,0,53366,7818,10734,9202,27321,0,1872,0,56947,110313,480.0,0.0,269.0,95.0,844.0
39336,2015,Myanmar,Thailand,1,3506,4781,3948,13363,1326,0,26924,3637,4990,4024,12430,53116,1228,0,26309,106349,152.0,0.0,15.0,0.0,167.0
21562,2009,Myanmar,Thailand,1,7143,9498,7421,25194,2516,0,51772,7476,9902,7832,24675,0,2450,0,52335,104107,6809.0,0.0,1128.0,0.0,7937.0
42572,2016,Myanmar,Thailand,1,3514,4485,3658,12555,1239,0,25451,3695,4635,3753,11747,52196,1156,0,24986,102633,525.0,0.0,14.0,0.0,539.0
45864,2017,Myanmar,Thailand,1,2704,4372,3651,13030,1371,0,25128,2898,4469,3799,12246,50169,1273,0,24685,99982,676.0,0.0,5.0,0.0,681.0
45850,2017,Myanmar,Malaysia,0,7287,4057,2222,19553,453,0,33572,7726,4181,3153,48710,19,680,0,64450,98041,17566.0,0.0,3081.0,11843.0,32490.0
49228,2018,Myanmar,Thailand,1,4397,8373,7009,26463,2967,0,49209,4688,8705,7192,24990,0,2819,0,48394,97603,10.0,0.0,0.0,254.0,264.0
59665,2021,Myanmar,Thailand,1,2594,7178,6695,26365,3347,0,46179,2677,7622,6890,24867,4676,3175,0,45231,96086,5.0,0.0,0.0,0.0,5.0
24375,2010,Myanmar,Thailand,1,6493,8697,6554,23700,2452,0,47896,6597,9071,6940,22816,0,2398,0,47822,95718,5.0,0.0,0.0,0.0,5.0
36145,2014,Myanmar,Malaysia,0,5999,3377,2094,19032,503,0,31005,6352,3753,2662,49401,9,684,0,62852,93866,11149.0,0.0,825.0,2837.0,14811.0
52647,2019,Myanmar,Thailand,1,3963,7775,6743,25557,3084,0,47122,4219,8119,6884,24072,0,2919,0,46213,93335,15.0,0.0,0.0,0.0,15.0
33084,2013,Myanmar,Malaysia,0,5420,3169,1996,18112,481,0,29178,5686,3488,2587,50686,24,638,0,63085,92287,13589.0,0.0,934.0,5716.0,20239.0
56109,2020,Myanmar,Thailand,1,3370,7438,6643,25652,3269,0,46372,3556,7864,6746,24204,0,3063,0,45433,91805,15.0,0.0,0.0,0.0,15.0
39323,2015,Myanmar,Malaysia,0,6077,3166,1907,18391,487,0,30028,6452,3450,2338,45622,6,741,0,58603,88637,7988.0,0.0,408.0,2034.0,10430.0
19024,2008,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240025,0,0,0,240025,0.0,10.0,0.0,0.0,10.0
13706,2006,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240016,0,0,0,240016,,,,,
16332,2007,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240016,0,0,0,240016,,,,,
11158,2005,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240015,0,0,0,240015,0.0,10.0,0.0,0.0,10.0
8671,2004,Palestinian,Saudi Arabia,0,0,0,0,0,0,79202,79202,0,0,0,0,0,0,160805,160805,240007,0.0,5.0,0.0,0.0,5.0
1466,2001,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,,,,,
3789,2002,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,,,,,
6208,2003,Palestinian,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,0.0,0.0,0.0,5.0,5.0
3774,2002,Palestinian,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,,,,,
1451,2001,Palestinian,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,90000,,,,,
11137,2005,Palestinian,Egypt,0,0,8,7,43,6,0,64,0,7,6,163,70000,15,0,191,70255,10.0,0.0,0.0,0.0,10.0
8649,2004,Palestinian,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,70245,0,0,0,70245,30.0,0.0,0.0,0.0,30.0
6188,2003,Palestinian,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,70215,0,0,0,70215,18.0,0.0,0.0,0.0,18.0
16304,2007,Palestinian,Egypt,0,6301,8008,4959,12994,845,0,33107,7000,5058,10003,14466,0,579,0,37106,70213,13.0,0.0,0.0,5.0,18.0
13684,2006,Palestinian,Egypt,0,6303,8006,4957,12988,844,0,33098,7001,5059,10002,14462,0,576,0,37100,70198,5.0,0.0,0.0,0.0,5.0
3769,2002,Palestinian,Egypt,0,0,0,0,0,0,30100,30100,0,0,0,0,195,0,39900,39900,70195,56.0,0.0,0.0,0.0,56.0
18997,2008,Palestinian,Egypt,0,6300,8006,4955,12987,844,0,33092,7000,5054,10000,14452,0,576,0,37082,70174,5.0,0.0,0.0,0.0,5.0
27450,2011,Palestinian,Egypt,0,6301,8001,4961,12958,841,0,33062,7000,5051,10000,14355,0,561,0,36967,70029,10.0,0.0,0.0,0.0,10.0
30342,2012,Palestinian,Egypt,0,6303,8002,4953,12961,841,0,33060,7000,5052,10002,14354,0,560,0,36968,70028,5.0,0.0,0.0,0.0,5.0
42784,2016,Palestinian,Egypt,0,6300,8011,4950,12956,840,0,33057,7000,5060,10000,14350,0,560,0,36970,70027,10.0,0.0,0.0,14.0,24.0
24564,2010,Palestinian,Egypt,0,6301,8001,4952,12961,841,0,33056,7000,5051,10001,14357,0,561,0,36970,70026,0.0,0.0,0.0,5.0,5.0
33289,2013,Palestinian,Egypt,0,6305,8000,4960,12955,840,0,33060,7000,5050,10006,14350,0,560,0,36966,70026,0.0,0.0,0.0,5.0,5.0
21742,2009,Palestinian,Egypt,0,6301,8002,4952,12959,841,0,33055,7000,5051,10002,14355,0,561,0,36969,70024,14.0,0.0,0.0,0.0,14.0
36365,2014,Palestinian,Egypt,0,6300,8006,4961,12955,839,0,33061,6999,5051,10003,14350,0,559,0,36962,70023,0.0,0.0,0.0,13.0,13.0
56350,2020,Palestinian,Egypt,0,0,0,0,7,0,35000,35007,0,8,0,7,0,0,35000,35015,70022,,,,,
39552,2015,Palestinian,Egypt,0,6300,8005,4956,12962,839,0,33062,6999,5050,10001,14350,0,559,0,36959,70021,0.0,0.0,0.0,13.0,13.0
49452,2018,Palestinian,Egypt,0,0,0,0,7,0,0,7,0,7,0,5,70002,0,0,12,70021,,,,,
59919,2021,Palestinian,Egypt,0,0,0,0,5,0,35001,35006,0,0,9,5,0,0,35001,35015,70021,,,,,
46079,2017,Palestinian,Egypt,0,6300,8000,4955,12958,840,0,33053,7000,5055,10000,14350,0,560,0,36965,70018,0.0,0.0,0.0,12.0,12.0
52881,2019,Palestinian,Egypt,0,0,0,0,7,0,34995,35002,0,8,0,6,0,0,34994,35008,70010,,,,,
8653,2004,Palestinian,Iraq,0,849,1763,1543,6235,809,0,11199,870,1863,1587,6388,0,804,0,11512,22711,,,,,
6192,2003,Palestinian,Iraq,0,908,1756,1538,6198,799,0,11199,937,1858,1583,6338,0,791,0,11507,22706,,,,,
11141,2005,Palestinian,Iraq,0,597,1797,1534,6402,864,0,11194,633,1851,1578,6563,0,879,0,11504,22698,,,,,
13690,2006,Palestinian,Iraq,0,279,1093,1074,4321,610,0,7377,282,1157,1102,4431,0,651,0,7623,15000,,,,,
16310,2007,Palestinian,Iraq,0,381,741,622,1653,4122,0,7519,396,749,681,4904,0,688,0,7418,14937,,,,,
19002,2008,Palestinian,Iraq,0,504,801,835,3327,503,0,5970,508,764,835,3711,0,514,0,6332,12302,,,,,
21747,2009,Palestinian,Iraq,0,437,751,779,3337,507,0,5811,456,711,771,3649,0,532,0,6119,11930,,,,,
27455,2011,Palestinian,Iraq,0,395,725,746,3243,531,0,5640,421,715,764,3481,0,528,0,5909,11549,,,,,
30348,2012,Palestinian,Iraq,0,375,774,856,3073,492,0,5570,413,761,887,3330,0,506,0,5897,11467,,,,,
24570,2010,Palestinian,Iraq,0,347,700,708,3026,489,0,5270,387,648,726,3261,0,506,0,5528,10798,,,,,
39756,2015,Rwanda,Dem. Rep. of the Congo,1,27062,32744,21933,40363,2182,0,124284,23659,33552,23324,37513,0,2720,0,120768,245052,5.0,0.0,0.0,0.0,5.0
42981,2016,Rwanda,Dem. Rep. of the Congo,1,27038,32716,21964,40357,2163,0,124238,23640,33586,23340,37541,0,2707,0,120814,245052,,,,,
46277,2017,Rwanda,Dem. Rep. of the Congo,1,23620,29384,19413,36673,2131,0,111221,20388,30253,20919,34900,0,2696,0,109156,220377,29.0,0.0,5.0,181.0,215.0
49649,2018,Rwanda,Dem. Rep. of the Congo,1,23195,28920,19243,35852,2104,0,109314,19954,29839,20777,34454,0,2648,0,107672,216986,14.0,0.0,0.0,0.0,14.0
53079,2019,Rwanda,Dem. Rep. of the Congo,1,22887,28608,19099,35501,2069,0,108164,19631,29604,20590,34374,0,2626,0,106825,214989,38.0,0.0,0.0,0.0,38.0
56545,2020,Rwanda,Dem. Rep. of the Congo,1,340,768,605,1333,75,104300,107421,370,805,624,1461,0,108,102988,106356,213777,,,,,
60122,2021,Rwanda,Dem. Rep. of the Congo,1,22311,27970,19074,34879,2047,0,106281,19111,29253,20377,33383,0,2573,0,104697,210978,0.0,0.0,0.0,59.0,59.0
21940,2009,Rwanda,Dem. Rep. of the Congo,1,59,207,73,438,26,0,803,55,209,55,513,78861,29,0,861,80525,,,,,
24767,2010,Rwanda,Dem. Rep. of the Congo,1,5220,5825,9073,11799,667,0,32584,5937,6691,12194,11689,0,741,0,37252,69836,,,,,
27652,2011,Rwanda,Dem. Rep. of the Congo,1,4346,4556,8320,10569,537,0,28328,5059,6611,11154,9668,0,661,0,33153,61481,,,,,
30546,2012,Rwanda,Dem. Rep. of the Congo,1,3391,7510,4643,11264,444,0,27252,4050,5790,4516,8856,0,272,0,23484,50736,21.0,0.0,5.0,0.0,26.0
33494,2013,Rwanda,Dem. Rep. of the Congo,1,2920,6448,3978,9737,376,0,23459,3457,4989,3849,7659,0,261,0,20215,43674,23.0,0.0,44.0,462.0,529.0
11322,2005,Rwanda,Dem. Rep. of the Congo,1,156,82,78,431,16,0,763,166,76,70,509,40734,42,0,863,42360,33.0,0.0,12.0,33.0,78.0
36572,2014,Rwanda,Dem. Rep. of the Congo,1,3108,4607,2682,8682,450,0,19529,3228,4248,2869,7770,0,384,0,18499,38028,0.0,0.0,10.0,67.0,77.0
13872,2006,Rwanda,Dem. Rep. of the Congo,1,157,179,0,387,6,0,729,159,164,0,427,35823,11,0,761,37313,12.0,0.0,0.0,54.0,66.0
1620,2001,Rwanda,Dem. Rep. of the Congo,1,142,102,87,398,12,0,741,160,95,81,322,29003,12,0,670,30414,11.0,23.0,15.0,0.0,49.0
16499,2007,Rwanda,Dem. Rep. of the Congo,1,0,0,0,0,0,0,0,0,0,0,0,29814,0,0,0,29814,5.0,0.0,5.0,24.0,34.0
19192,2008,Rwanda,Dem. Rep. of the Congo,1,0,0,0,0,0,0,0,0,0,0,0,22643,0,0,0,22643,5.0,0.0,0.0,15.0,20.0
13912,2006,Rwanda,Uganda,1,1957,1938,951,3467,116,0,8429,1873,1922,994,3623,4866,159,0,8571,21866,1066.0,0.0,1630.0,0.0,2696.0
3943,2002,Rwanda,Dem. Rep. of the Congo,1,167,115,100,429,16,0,827,167,93,81,327,19000,15,0,683,20510,0.0,0.0,42.0,0.0,42.0
11360,2005,Rwanda,Uganda,1,2258,1270,1088,3036,87,2199,9938,2104,1298,1113,3433,0,128,2199,10275,20213,,,,,
6369,2003,Rwanda,Dem. Rep. of the Congo,1,168,91,80,450,21,0,810,171,78,76,547,18019,42,0,914,19743,5.0,0.0,0.0,73.0,78.0
6406,2003,Rwanda,Uganda,1,3350,1538,1321,3111,101,0,9421,3574,1680,1436,3367,0,126,0,10183,19604,156.0,0.0,28.0,48.0,232.0
3980,2002,Rwanda,Uganda,1,2974,1550,1325,3070,130,0,9049,3286,1698,1459,3297,0,148,0,9888,18937,114.0,0.0,33.0,104.0,251.0
8872,2004,Rwanda,Uganda,1,3438,1459,1246,2871,90,0,9104,3657,1604,1371,3063,0,103,0,9798,18902,147.0,0.0,11.0,23.0,181.0
16539,2007,Rwanda,Uganda,1,2268,2022,949,3482,118,0,8839,2104,1999,1014,3726,0,164,0,9007,17846,235.0,0.0,1048.0,0.0,1283.0
60158,2021,Rwanda,Uganda,1,1133,1654,1634,4245,312,0,8978,1230,1709,1544,3621,0,455,0,8559,17537,1214.0,0.0,3404.0,0.0,4618.0
19232,2008,Rwanda,Uganda,1,1788,2099,945,3150,118,0,8100,1726,1996,967,3224,0,149,0,8062,16162,194.0,0.0,373.0,1402.0,1775.0
56579,2020,Rwanda,Uganda,1,1013,1600,1512,3773,270,0,8168,1066,1617,1420,3308,0,399,0,7810,15978,282.0,0.0,126.0,13.0,421.0
21980,2009,Rwanda,Uganda,1,1617,2005,1015,3087,121,0,7845,1549,1905,1057,3184,0,177,0,7872,15717,571.0,0.0,127.0,3722.0,4420.0
53113,2019,Rwanda,Uganda,1,1037,1636,1418,3517,241,0,7849,1098,1631,1340,3063,0,381,0,7513,15362,460.0,0.0,379.0,0.0,839.0
43016,2016,Rwanda,Uganda,1,988,1844,1412,3266,197,0,7707,942,1824,1323,3148,0,287,0,7524,15231,135.0,0.0,109.0,174.0,418.0
39792,2015,Rwanda,Uganda,1,942,1882,1296,3223,184,0,7527,910,1738,1181,3090,0,268,0,7187,14714,166.0,0.0,554.0,0.0,720.0
30581,2012,Rwanda,Uganda,1,1115,2074,1678,2357,121,0,7345,1120,2038,1654,2350,0,177,0,7339,14684,146.0,0.0,157.0,0.0,303.0
36608,2014,Rwanda,Uganda,1,1180,1822,1310,2768,155,0,7235,1154,1764,1201,2740,0,218,0,7077,14312,285.0,0.0,359.0,97.0,741.0
1657,2001,Rwanda,Uganda,1,2111,1128,974,2650,38,0,6901,2103,1245,1063,2944,0,32,0,7387,14288,312.0,0.0,0.0,5.0,317.0
46310,2017,Rwanda,Uganda,1,929,1660,1319,3170,192,0,7270,897,1668,1269,2892,0,286,0,7012,14282,301.0,0.0,377.0,1358.0,2036.0
49682,2018,Rwanda,Uganda,1,894,1594,1311,3166,202,0,7167,889,1613,1221,2833,0,301,0,6857,14024,289.0,0.0,142.0,296.0,727.0
33530,2013,Rwanda,Uganda,1,1241,2503,2127,797,38,0,6706,1265,2373,2096,886,0,50,0,6670,13376,144.0,0.0,208.0,2107.0,2459.0
27691,2011,Rwanda,Uganda,1,1210,1603,1137,2442,123,0,6515,1171,1546,1117,2465,0,184,0,6483,12998,43.0,0.0,921.0,0.0,964.0
4020,2002,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,183170,0,0,0,183170,31.0,404.0,25035.0,25088.0,50558.0
6444,2003,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,168980,0,0,0,168980,13.0,234.0,5984.0,7724.0,13955.0
8911,2004,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,142681,0,0,0,142681,5.0,78.0,3879.0,5440.0,9402.0
22028,2009,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,1293,5714,8825,37552,1626,0,55010,1413,5869,9054,50575,0,1779,0,68690,123700,15.0,74.0,1151.0,1173.0,2413.0
24850,2010,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,1129,5015,8226,38445,1902,0,54717,1251,5249,8399,50638,0,2086,0,67623,122340,10.0,110.0,5386.0,2249.0,7755.0
30627,2012,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,721,3395,6999,37901,2197,0,51213,765,3571,6915,48727,0,2618,0,62596,113809,5.0,72.0,10880.0,5619.0,16576.0
27736,2011,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,795,3709,6875,35921,1935,0,49235,849,3896,6870,47348,0,2257,0,61220,110455,5.0,74.0,5636.0,3184.0,8899.0
11400,2005,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,99789,0,0,0,99789,16.0,91.0,4752.0,6100.0,10959.0
19280,2008,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,98787,0,0,0,98787,10.0,31.0,697.0,979.0,1717.0
16580,2007,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,91616,0,0,0,91616,21.0,39.0,1563.0,1415.0,3038.0
13951,2006,Serbia and Kosovo: S/RES/1244 (1999),Germany,0,0,0,0,0,0,0,0,0,0,0,0,75210,0,0,0,75210,16.0,89.0,2893.0,2633.0,5631.0
4042,2002,Serbia and Kosovo: S/RES/1244 (1999),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,28727,0,0,0,28727,78.0,1150.0,5266.0,667.0,7161.0
1717,2001,Serbia and Kosovo: S/RES/1244 (1999),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,27965,0,0,0,27965,0.0,1493.0,3026.0,279.0,4798.0
6465,2003,Serbia and Kosovo: S/RES/1244 (1999),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,27897,0,0,0,27897,238.0,621.0,8685.0,716.0,10260.0
6468,2003,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,21301,0,0,0,21301,1052.0,349.0,7971.0,843.0,10215.0
8933,2004,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,20527,0,0,0,20527,398.0,165.0,2642.0,356.0,3561.0
4045,2002,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,19875,0,0,0,19875,1220.0,825.0,6520.0,860.0,9425.0
11424,2005,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,19717,0,0,0,19717,154.0,61.0,1164.0,227.0,1606.0
13976,2006,Serbia and Kosovo: S/RES/1244 (1999),United States of America,0,0,0,0,0,0,0,0,0,0,0,0,19116,0,0,0,19116,236.0,0.0,211.0,244.0,691.0
13975,2006,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,18331,0,0,0,18331,60.0,28.0,341.0,39.0,498.0
60206,2021,Serbia and Kosovo: S/RES/1244 (1999),France,0,0,0,0,0,0,0,0,0,0,0,0,17972,0,0,0,17972,113.0,127.0,2531.0,957.0,3728.0
1721,2001,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,17725,0,0,0,17725,365.0,2045.0,7325.0,2005.0,11965.0
6469,2003,Serbia and Kosovo: S/RES/1244 (1999),United States of America,0,0,0,0,0,0,0,0,0,0,0,0,16846,0,0,0,16846,179.0,0.0,316.0,202.0,697.0
1722,2001,Serbia and Kosovo: S/RES/1244 (1999),United States of America,0,0,0,0,0,0,0,0,0,0,0,0,16302,0,0,0,16302,186.0,0.0,233.0,306.0,725.0
16603,2007,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,16237,0,0,0,16237,5.0,22.0,115.0,72.0,214.0
19287,2008,Serbia and Kosovo: S/RES/1244 (1999),Montenegro,1,351,1108,1108,4392,1359,0,8318,424,1190,1226,4081,0,971,0,7892,16210,,,,,
22035,2009,Serbia and Kosovo: S/RES/1244 (1999),Montenegro,1,316,1018,1134,4427,1406,0,8301,384,1097,1243,4174,0,998,0,7896,16197,0.0,0.0,5.0,0.0,5.0
4046,2002,Serbia and Kosovo: S/RES/1244 (1999),United States of America,0,0,0,0,0,0,0,0,0,0,0,0,16145,0,0,0,16145,176.0,0.0,316.0,269.0,761.0
